[S02DA03, antipyrine, The risk or severity of bleeding can be increased when Antipyrine is combined with Eptifibatide.]
[N06AX28, levomilnacipran, The risk or severity of hemorrhage can be increased when Levomilnacipran is combined with Eptifibatide.]
[A05AA03, cholic acid, The risk or severity of adverse effects can be increased when Eptifibatide is combined with Cholic Acid.]
[L01EL01, ibrutinib, The risk or severity of adverse effects can be increased when Ibrutinib is combined with Eptifibatide.]
[N06AX26, vortioxetine, The risk or severity of bleeding can be increased when Vortioxetine is combined with Eptifibatide.]
[B01AE03, argatroban, The risk or severity of bleeding can be increased when Eptifibatide is combined with Argatroban.]
[B01AC26, vorapaxar, The risk or severity of bleeding can be increased when Eptifibatide is combined with Vorapaxar.]
[B01AA07, acenocoumarol, The risk or severity of bleeding can be increased when Eptifibatide is combined with Acenocoumarol.]
[L01XH04, belinostat, The risk or severity of bleeding can be increased when Eptifibatide is combined with Belinostat.]
[L03AB13, peginterferon beta-1a, The risk or severity of bleeding can be increased when Eptifibatide is combined with Peginterferon beta-1a.]
[L01BC08, decitabine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Decitabine.]
[L01FX07, blinatumomab, The risk or severity of bleeding can be increased when Eptifibatide is combined with Blinatumomab.]
[L01XK01, olaparib, The risk or severity of bleeding can be increased when Eptifibatide is combined with Olaparib.]
[B01AA01, dicumarol, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dicoumarol.]
[B01AF03, edoxaban, The risk or severity of bleeding can be increased when Eptifibatide is combined with Edoxaban.]
[L01EF01, palbociclib, The risk or severity of bleeding can be increased when Eptifibatide is combined with Palbociclib.]
[B01AA11, tioclomarol, The risk or severity of bleeding can be increased when Eptifibatide is combined with Tioclomarol.]
[B01AC25, cangrelor, The risk or severity of bleeding can be increased when Eptifibatide is combined with Cangrelor.]
[M02AA25, aceclofenac, The risk or severity of bleeding can be increased when Aceclofenac is combined with Eptifibatide.]
[M01AB11, acemetacin, The risk or severity of bleeding can be increased when Acemetacin is combined with Eptifibatide.]
[L01CX01, trabectedin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Trabectedin.]
[M01AE16, alminoprofen, The risk or severity of bleeding can be increased when Alminoprofen is combined with Eptifibatide.]
[N02BA02, aloxiprin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Aloxiprin.]
[A05AA04, obeticholic acid, The risk or severity of adverse effects can be increased when Eptifibatide is combined with Obeticholic acid.]
[L01AB01, busulfan, The risk or severity of bleeding can be increased when Eptifibatide is combined with Busulfan.]
[L01XX27, arsenic trioxide, The risk or severity of bleeding can be increased when Eptifibatide is combined with Arsenic trioxide.]
[A07EC04, balsalazide, The risk or severity of bleeding can be increased when Balsalazide is combined with Eptifibatide.]
[J01XX08, linezolid, The risk or severity of bleeding and hemorrhage can be increased when Linezolid is combined with Eptifibatide.]
[J05AE09, tipranavir, Tipranavir may increase the antiplatelet activities of Eptifibatide.]
[N04BD03, safinamide, The risk or severity of bleeding and hemorrhage can be increased when Safinamide is combined with Eptifibatide.]
[B01AF04, betrixaban, The risk or severity of bleeding can be increased when Eptifibatide is combined with Betrixaban.]
[L01BC06, capecitabine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Capecitabine.]
[L01XH01, vorinostat, The risk or severity of bleeding can be increased when Eptifibatide is combined with Vorinostat.]
[L01BA03, raltitrexed, The risk or severity of bleeding can be increased when Eptifibatide is combined with Raltitrexed.]
[C04AX20, buflomedil, Eptifibatide may increase the antiplatelet activities of Buflomedil.]
[M01AB07, bumadizone, The risk or severity of bleeding can be increased when Bumadizone is combined with Eptifibatide.]
[N03AF01, carbamazepine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Carbamazepine.]
[L03AB06, interferon alfa-n1, The risk or severity of bleeding can be increased when Eptifibatide is combined with Interferon alfa-n1.]
[M01AC05, lornoxicam, The risk or severity of bleeding can be increased when Lornoxicam is combined with Eptifibatide.]
[L01AD01, carmustine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Carmustine.]
[B01AX07, caplacizumab, Eptifibatide may increase the antiplatelet activities of Caplacizumab.]
[B01AC23, cilostazol, Eptifibatide may increase the antiplatelet activities of Cilostazol.]
[L01FD03, ado-trastuzumab emtansine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Trastuzumab emtansine.]
[M01AH02, rofecoxib, The risk or severity of bleeding can be increased when Rofecoxib is combined with Eptifibatide.]
[L01XF03, bexarotene, The risk or severity of bleeding can be increased when Eptifibatide is combined with Bexarotene.]
[L01AA02, chlorambucil, The risk or severity of bleeding can be increased when Eptifibatide is combined with Chlorambucil.]
[S03AA08, chloramphenicol, The risk or severity of bleeding can be increased when Eptifibatide is combined with Chloramphenicol.]
[M01AC04, droxicam, The risk or severity of bleeding can be increased when Droxicam is combined with Eptifibatide.]
[B01AE02, lepirudin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Lepirudin.]
[M02AA27, dexketoprofen, The risk or severity of bleeding can be increased when Dexketoprofen is combined with Eptifibatide.]
[N02BA07, ethenzamide, The risk or severity of bleeding can be increased when Ethenzamide is combined with Eptifibatide.]
[N02BA03, choline salicylate, The risk or severity of bleeding can be increased when Eptifibatide is combined with Choline salicylate.]
[M01AB08, etodolac, The risk or severity of bleeding can be increased when Etodolac is combined with Eptifibatide.]
[M02AA06, etofenamate, The risk or severity of bleeding can be increased when Etofenamate is combined with Eptifibatide.]
[L01BB05, fludarabine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Fludarabine.]
[M01AE05, fenbufen, The risk or severity of bleeding can be increased when Fenbufen is combined with Eptifibatide.]
[L03AB10, peginterferon alfa-2b, The risk or severity of bleeding can be increased when Eptifibatide is combined with Peginterferon alfa-2b.]
[L01XA01, cisplatin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Cisplatin.]
[N06AB04, citalopram, The risk or severity of hemorrhage can be increased when Citalopram is combined with Eptifibatide.]
[M01AG01, mefenamic acid, The risk or severity of bleeding can be increased when Mefenamic acid is combined with Eptifibatide.]
[L03AB15, ropeginterferon alfa-2b, The risk or severity of bleeding can be increased when Eptifibatide is combined with Ropeginterferon alfa-2b.]
[D11AH08, abrocitinib, The risk or severity of bleeding and thrombocytopenia can be increased when Eptifibatide is combined with Abrocitinib.]
[B01AD11, tenecteplase, The risk or severity of bleeding can be increased when Eptifibatide is combined with Tenecteplase.]
[M01AX13, proquazone, The risk or severity of bleeding can be increased when Proquazone is combined with Eptifibatide.]
[N02BA16, imidazole-2-hydroxybenzoate, The risk or severity of bleeding can be increased when Imidazole salicylate is combined with Eptifibatide.]
[L01BB07, nelarabine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Nelarabine.]
[B01AC10, indobufen, The risk or severity of bleeding can be increased when Indobufen is combined with Eptifibatide.]
[M01AH03, valdecoxib, The risk or severity of bleeding can be increased when Valdecoxib is combined with Eptifibatide.]
[M01AH04, parecoxib, The risk or severity of bleeding can be increased when Parecoxib is combined with Eptifibatide.]
[B01AB12, bemiparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Bemiparin.]
[M01AA06, kebuzone, The risk or severity of bleeding can be increased when Kebuzone is combined with Eptifibatide.]
[L01EA01, imatinib, The risk or severity of bleeding can be increased when Eptifibatide is combined with Imatinib.]
[M01AB09, lonazolac, The risk or severity of bleeding can be increased when Lonazolac is combined with Eptifibatide.]
[M02AA31, loxoprofen, The risk or severity of bleeding can be increased when Loxoprofen is combined with Eptifibatide.]
[L01AA01, cyclophosphamide, The risk or severity of bleeding can be increased when Eptifibatide is combined with Cyclophosphamide.]
[N06AX07, minaprine, The risk or severity of bleeding and hemorrhage can be increased when Minaprine is combined with Eptifibatide.]
[N06AG02, moclobemide, The risk or severity of bleeding and hemorrhage can be increased when Moclobemide is combined with Eptifibatide.]
[M02AA02, mofebutazone, The risk or severity of bleeding can be increased when Mofebutazone is combined with Eptifibatide.]
[M01AX22, morniflumate, The risk or severity of bleeding can be increased when Morniflumate is combined with Eptifibatide.]
[L01BC01, cytarabine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Cytarabine.]
[M01AH05, etoricoxib, The risk or severity of bleeding can be increased when Etoricoxib is combined with Eptifibatide.]
[L01AX04, dacarbazine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dacarbazine.]
[L01DA01, dactinomycin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dactinomycin.]
[L01DB02, daunorubicin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Daunorubicin.]
[M01AX01, nabumetone, The risk or severity of bleeding can be increased when Nabumetone is combined with Eptifibatide.]
[N06AX06, nefazodone, The risk or severity of hemorrhage can be increased when Nefazodone is combined with Eptifibatide.]
[B01AX05, fondaparinux, The risk or severity of bleeding can be increased when Eptifibatide is combined with Fondaparinux.]
[N06AB10, escitalopram, The risk or severity of bleeding can be increased when Escitalopram is combined with Eptifibatide.]
[A07EC03, olsalazine, The risk or severity of bleeding can be increased when Olsalazine is combined with Eptifibatide.]
[L01XA03, oxaliplatin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Oxaliplatin.]
[M01AE12, oxaprozin, The risk or severity of bleeding can be increased when Oxaprozin is combined with Eptifibatide.]
[N06AB05, paroxetine, The risk or severity of hemorrhage can be increased when Paroxetine is combined with Eptifibatide.]
[B01AC04, clopidogrel, Eptifibatide may increase the antiplatelet activities of Clopidogrel.]
[S01BC03, diclofenac, The risk or severity of bleeding can be increased when Diclofenac is combined with Eptifibatide.]
[L01DC04, ixabepilone, The risk or severity of bleeding can be increased when Eptifibatide is combined with Ixabepilone.]
[N02BA11, diflunisal, The risk or severity of bleeding can be increased when Diflunisal is combined with Eptifibatide.]
[L04AX04, lenalidomide, The risk or severity of bleeding can be increased when Eptifibatide is combined with Lenalidomide.]
[B01AC21, treprostinil, Treprostinil may increase the antiplatelet activities of Eptifibatide.]
[N02BB04, propyphenazone, The risk or severity of bleeding can be increased when Propyphenazone is combined with Eptifibatide.]
[M01AB14, proglumetacin, The risk or severity of bleeding can be increased when Proglumetacin is combined with Eptifibatide.]
[B01AC07, dipyridamole, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dipyridamole.]
[B01AD10, drotrecogin alfa, The risk or severity of bleeding can be increased when Eptifibatide is combined with Drotrecogin alfa.]
[S01XA23, sirolimus, The risk or severity of bleeding can be increased when Eptifibatide is combined with Sirolimus.]
[L01XG01, bortezomib, The risk or severity of bleeding can be increased when Eptifibatide is combined with Bortezomib.]
[S01BC05, ketorolac, The risk or severity of bleeding can be increased when Ketorolac is combined with Eptifibatide.]
[N02BA06, salsalate, The risk or severity of bleeding can be increased when Salsalate is combined with Eptifibatide.]
[L01DB01, doxorubicin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Doxorubicin.]
[N06AB06, sertraline, The risk or severity of bleeding can be increased when Sertraline is combined with Eptifibatide.]
[A08AA10, sibutramine, The risk or severity of hemorrhage can be increased when Sibutramine is combined with Eptifibatide.]
[L01AX03, temozolomide, The risk or severity of bleeding can be increased when Eptifibatide is combined with Temozolomide.]
[M01AC02, tenoxicam, The risk or severity of bleeding can be increased when Tenoxicam is combined with Eptifibatide.]
[M01AG02, tolfenamic acid, The risk or severity of bleeding can be increased when Tolfenamic acid is combined with Eptifibatide.]
[N06AG03, toloxatone, The risk or severity of bleeding and hemorrhage can be increased when Toloxatone is combined with Eptifibatide.]
[B01AC18, triflusal, The risk or severity of bleeding can be increased when Eptifibatide is combined with Triflusal.]
[C05CA04, troxerutin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Troxerutin.]
[L01CA04, vinorelbine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Vinorelbine.]
[N06AX16, venlafaxine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Venlafaxine.]
[L01DB03, epirubicin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Epirubicin.]
[M01AB04, zomepirac, The risk or severity of bleeding can be increased when Zomepirac is combined with Eptifibatide.]
[B01AD03, anistreplase, The risk or severity of bleeding can be increased when Eptifibatide is combined with Anistreplase.]
[L01XA02, carboplatin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Carboplatin.]
[B01AC11, iloprost, Iloprost may increase the antiplatelet activities of Eptifibatide.]
[M01AC06, meloxicam, The risk or severity of bleeding can be increased when Meloxicam is combined with Eptifibatide.]
[L01CB01, etoposide, The risk or severity of bleeding can be increased when Eptifibatide is combined with Etoposide.]
[L04AD02, tacrolimus, The risk or severity of bleeding can be increased when Eptifibatide is combined with Tacrolimus.]
[N06AB08, fluvoxamine, The risk or severity of hemorrhage can be increased when Fluvoxamine is combined with Eptifibatide.]
[A05AA01, chenodeoxycholic acid, The risk or severity of adverse effects can be increased when Eptifibatide is combined with Chenodeoxycholic acid.]
[D11AX24, deoxycholic acid, The risk or severity of adverse effects can be increased when Eptifibatide is combined with Deoxycholic acid.]
[B05AA05, dextran, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dextran.]
[V03AF02, dexrazoxane, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dexrazoxane.]
[M01AE04, fenoprofen, The risk or severity of bleeding can be increased when Fenoprofen is combined with Eptifibatide.]
[B01AD05, plasmin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Fibrinolysin.]
[L01BB06, clofarabine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Clofarabine.]
[L04AA40, cladribine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Cladribine.]
[N02BG04, floctafenine, The risk or severity of bleeding can be increased when Floctafenine is combined with Eptifibatide.]
[J02AX01, flucytosine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Flucytosine.]
[L01BC09, floxuridine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Floxuridine.]
[L01BC02, fluorouracil, The risk or severity of bleeding can be increased when Eptifibatide is combined with Fluorouracil.]
[N06AB03, fluoxetine, The risk or severity of hemorrhage can be increased when Fluoxetine is combined with Eptifibatide.]
[S01BC04, flurbiprofen, The risk or severity of bleeding can be increased when Flurbiprofen is combined with Eptifibatide.]
[G01AX06, furazolidone, The risk or severity of bleeding and hemorrhage can be increased when Furazolidone is combined with Eptifibatide.]
[L01EA02, dasatinib, Dasatinib may increase the anticoagulant activities of Eptifibatide.]
[M01AX05, glucosamine, Glucosamine may increase the antiplatelet activities of Eptifibatide.]
[L01EX02, sorafenib, The risk or severity of bleeding can be increased when Eptifibatide is combined with Sorafenib.]
[B01AA12, fluindione, The risk or severity of bleeding can be increased when Eptifibatide is combined with Fluindione.]
[L01CE02, irinotecan, The risk or severity of bleeding can be increased when Eptifibatide is combined with Irinotecan.]
[S01XA14, heparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Heparin.]
[A07EC02, mesalamine, The risk or severity of bleeding can be increased when Mesalazine is combined with Eptifibatide.]
[L01XX03, altretamine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Altretamine.]
[M02AA26, nimesulide, The risk or severity of bleeding can be increased when Nimesulide is combined with Eptifibatide.]
[L01XX05, hydroxyurea, The risk or severity of bleeding can be increased when Eptifibatide is combined with Hydroxyurea.]
[R02AX02, ibuprofen, The risk or severity of bleeding can be increased when Ibuprofen is combined with Eptifibatide.]
[B05CB02, sodium citrate, The risk or severity of bleeding can be increased when Eptifibatide is combined with Sodium citrate.]
[L01DB06, idarubicin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Idarubicin.]
[L01AA06, ifosfamide, The risk or severity of bleeding can be increased when Eptifibatide is combined with Ifosfamide.]
[L01CD01, paclitaxel, The risk or severity of bleeding can be increased when Eptifibatide is combined with Paclitaxel.]
[L01CE01, topotecan, The risk or severity of bleeding can be increased when Eptifibatide is combined with Topotecan.]
[S01BC01, indomethacin, The risk or severity of bleeding can be increased when Indomethacin is combined with Eptifibatide.]
[L03AB04, interferon alfa-2a, The risk or severity of bleeding can be increased when Eptifibatide is combined with Interferon alfa-2a.]
[L03AB05, interferon alfa-2b, The risk or severity of bleeding can be increased when Eptifibatide is combined with Interferon alfa-2b.]
[N06AX17, milnacipran, The risk or severity of hemorrhage can be increased when Milnacipran is combined with Eptifibatide.]
[L01XX35, anagrelide, Eptifibatide may increase the antiplatelet activities of Anagrelide.]
[L03AB09, interferon alfacon-1, The risk or severity of bleeding can be increased when Eptifibatide is combined with Interferon alfacon-1.]
[N06AF05, iproniazid, The risk or severity of bleeding and hemorrhage can be increased when Iproniazid is combined with Eptifibatide.]
[N06AF01, isocarboxazid, The risk or severity of bleeding and hemorrhage can be increased when Isocarboxazid is combined with Eptifibatide.]
[B01AE06, bivalirudin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Bivalirudin.]
[C02KD01, ketanserin, Eptifibatide may increase the antiplatelet activities of Ketanserin.]
[B01AC22, prasugrel, The risk or severity of bleeding can be increased when Eptifibatide is combined with Prasugrel.]
[M02AA10, ketoprofen, The risk or severity of bleeding can be increased when Ketoprofen is combined with Eptifibatide.]
[M01AE11, tiaprofenic acid, The risk or severity of bleeding can be increased when Tiaprofenic acid is combined with Eptifibatide.]
[A05AA02, ursodiol, The risk or severity of adverse effects can be increased when Eptifibatide is combined with Ursodeoxycholic acid.]
[L01DC03, mitomycin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Mitomycin.]
[L01AD02, lomustine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Lomustine.]
[L01EG01, temsirolimus, The risk or severity of bleeding can be increased when Eptifibatide is combined with Temsirolimus.]
[L01EA03, nilotinib, The risk or severity of bleeding can be increased when Eptifibatide is combined with Nilotinib.]
[L01AA05, mechlorethamine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Mechlorethamine.]
[M02AA18, meclofenamic acid, The risk or severity of bleeding can be increased when Meclofenamic acid is combined with Eptifibatide.]
[B01AB06, nadroparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Nadroparin.]
[B01AB05, enoxaparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Enoxaparin.]
[B01AB04, dalteparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Dalteparin.]
[L01AA03, melphalan, The risk or severity of bleeding can be increased when Eptifibatide is combined with Melphalan.]
[H03BB02, methimazole, The risk or severity of bleeding can be increased when Eptifibatide is combined with Methimazole.]
[L01BA04, pemetrexed, The risk or severity of bleeding can be increased when Eptifibatide is combined with Pemetrexed.]
[L04AX03, methotrexate, The risk or severity of bleeding can be increased when Eptifibatide is combined with Methotrexate.]
[V04CG05, methylene blue, The risk or severity of bleeding and hemorrhage can be increased when Methylene blue is combined with Eptifibatide.]
[N02BB03, aminopyrine, The risk or severity of bleeding can be increased when Aminophenazone is combined with Eptifibatide.]
[B01AB07, parnaparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Parnaparin.]
[B01AB10, tinzaparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Tinzaparin.]
[L01DB07, mitoxantrone, The risk or severity of bleeding can be increased when Eptifibatide is combined with Mitoxantrone.]
[L03AC01, aldesleukin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Aldesleukin.]
[L03AB08, interferon beta-1b, The risk or severity of bleeding can be increased when Eptifibatide is combined with Interferon beta-1b.]
[M02AA12, naproxen, The risk or severity of bleeding can be increased when Naproxen is combined with Eptifibatide.]
[N06AX21, duloxetine, The risk or severity of hemorrhage can be increased when Duloxetine is combined with Eptifibatide.]
[L01CD02, docetaxel, The risk or severity of bleeding can be increased when Eptifibatide is combined with Docetaxel.]
[B01AC17, tirofiban, Eptifibatide may increase the antiplatelet activities of Tirofiban.]
[N06AX23, desvenlafaxine, The risk or severity of hemorrhage can be increased when Desvenlafaxine is combined with Eptifibatide.]
[L01XX01, amsacrine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Amsacrine.]
[N06AF02, nialamide, The risk or severity of bleeding and hemorrhage can be increased when Nialamide is combined with Eptifibatide.]
[M02AA17, niflumic acid, The risk or severity of bleeding can be increased when Niflumic acid is combined with Eptifibatide.]
[B01AB08, reviparin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Reviparin.]
[B01AD07, reteplase, The risk or severity of bleeding can be increased when Eptifibatide is combined with Reteplase.]
[B01AD09, ancrod, The risk or severity of bleeding can be increased when Eptifibatide is combined with Ancrod.]
[S01BC02, oxyphenbutazone, The risk or severity of bleeding can be increased when Oxyphenbutazone is combined with Eptifibatide.]
[J04AA01, aminosalicylic acid, The risk or severity of bleeding can be increased when Eptifibatide is combined with Aminosalicylic acid.]
[B01AB09, danaparoid, The risk or severity of bleeding can be increased when Eptifibatide is combined with Danaparoid.]
[C02KC01, pargyline, The risk or severity of bleeding and hemorrhage can be increased when Pargyline is combined with Eptifibatide.]
[M01CC01, penicillamine, The risk or severity of bleeding can be increased when Eptifibatide is combined with Penicillamine.]
[L01XX08, pentostatin, The risk or severity of bleeding can be increased when Eptifibatide is combined with Pentostatin.]
[C04AD03, pentoxifylline, Pentoxifylline may increase the antiplatelet activities of Eptifibatide.]
[N06AF03, phenelzine, The risk or severity of bleeding and hemorrhage can be increased when Phenelzine is combined with Eptifibatide.]
[B01AA02, phenindione, The risk or severity of bleeding can be increased when Eptifibatide is combined with Phenindione.]
[B01AA04, phenprocoumon, The risk or severity of bleeding can be increased when Eptifibatide is combined with Phenprocoumon.]
[M02AA01, phenylbutazone, The risk or severity of bleeding can be increased when Phenylbutazone is combined with Eptifibatide.]
[S01BC06, piroxicam, The risk or severity of bleeding can be increased when Piroxicam is combined with Eptifibatide.]
[B01AC13, abciximab, The risk or severity of bleeding can be increased when Eptifibatide is combined with Abciximab.]
[S01XA13, alteplase, The risk or severity of bleeding can be increased when Eptifibatide is combined with Alteplase.]
[S01HA05, procaine, The risk or severity of bleeding and hemorrhage can be increased when Procaine is combined with Eptifibatide.]
[L01XB01, procarbazine, The risk or severity of bleeding and hemorrhage can be increased when Procarbazine is combined with Eptifibatide.]
[H03BA02, propylthiouracil, The risk or severity of bleeding can be increased when Eptifibatide is combined with Propylthiouracil.]
[B01AC09, epoprostenol, The risk or severity of bleeding can be increased when Eptifibatide is combined with Epoprostenol.]
[N02BA05, salicylamide, The risk or severity of bleeding can be increased when Salicylamide is combined with Eptifibatide.]
[A07EC01, sulfasalazine, The risk or severity of bleeding can be increased when Sulfasalazine is combined with Eptifibatide.]
[S01BC08, salicylic acid, The risk or severity of bleeding can be increased when Salicylic acid is combined with Eptifibatide.]
[N04BD01, selegiline, The risk or severity of bleeding and hemorrhage can be increased when Selegiline is combined with Eptifibatide.]
[L01FA03, obinutuzumab, The risk or severity of adverse effects can be increased when Eptifibatide is combined with Obinutuzumab.]
[L01CD04, cabazitaxel, The risk or severity of bleeding can be increased when Eptifibatide is combined with Cabazitaxel.]
