[L02BA01, tamoxifen, The excretion of Silodosin can be decreased when combined with Tamoxifen.]
[J05AP09, dasabuvir, The serum concentration of Dasabuvir can be increased when it is combined with Silodosin.]
[B01AF03, edoxaban, The serum concentration of Edoxaban can be increased when it is combined with Silodosin.]
[L01EF01, palbociclib, The excretion of Silodosin can be decreased when combined with Palbociclib.]
[L01EX08, lenvatinib, The serum concentration of Lenvatinib can be increased when it is combined with Silodosin.]
[L01XH03, panobinostat, The serum concentration of Panobinostat can be increased when it is combined with Silodosin.]
[J05AP07, daclatasvir, The excretion of Silodosin can be decreased when combined with Daclatasvir.]
[J05AP06, asunaprevir, The excretion of Silodosin can be decreased when combined with Asunaprevir.]
[N05AX16, brexpiprazole, Silodosin may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Brexpiprazole.]
[A04AD14, rolapitant, The excretion of Silodosin can be decreased when combined with Rolapitant.]
[G02CX02, flibanserin, The excretion of Silodosin can be decreased when combined with Flibanserin.]
[J02AC05, isavuconazole, The excretion of Silodosin can be decreased when combined with Isavuconazole.]
[L01EB04, osimertinib, The serum concentration of Osimertinib can be increased when it is combined with Silodosin.]
[L01EE02, cobimetinib, The serum concentration of Cobimetinib can be increased when it is combined with Silodosin.]
[B01AC27, selexipag, The risk or severity of orthostatic hypotension and dizziness can be increased when Selexipag is combined with Silodosin.]
[G04CA01, alfuzosin, Silodosin may increase the hypotensive activities of Alfuzosin.]
[J05AP10, elbasvir, The serum concentration of Elbasvir can be increased when it is combined with Silodosin.]
[J05AP11, grazoprevir, The serum concentration of Grazoprevir can be increased when it is combined with Silodosin.]
[L01XX52, venetoclax, The excretion of Silodosin can be decreased when combined with Venetoclax.]
[N04BC01, bromocriptine, Bromocriptine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C08CA01, amlodipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Amlodipine is combined with Silodosin.]
[C07AA19, bupranolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Bupranolol is combined with Silodosin.]
[L01XX27, arsenic trioxide, The excretion of Silodosin can be decreased when combined with Arsenic trioxide.]
[L01EF02, ribociclib, The metabolism of Silodosin can be decreased when combined with Ribociclib.]
[R03CC12, bambuterol, The therapeutic efficacy of Bambuterol can be decreased when used in combination with Silodosin.]
[C09AA07, benazepril, The risk or severity of orthostatic hypotension and dizziness can be increased when Benazepril is combined with Silodosin.]
[J05AE09, tipranavir, The excretion of Silodosin can be decreased when combined with Tipranavir.]
[L01EX10, midostaurin, The metabolism of Silodosin can be decreased when combined with Midostaurin.]
[B01AF04, betrixaban, The serum concentration of Betrixaban can be increased when it is combined with Silodosin.]
[L01XX59, enasidenib, The excretion of Silodosin can be decreased when combined with Enasidenib.]
[L01EH02, neratinib, The excretion of Silodosin can be decreased when combined with Neratinib.]
[L01FB01, inotuzumab ozogamicin, The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Silodosin.]
[L01EM02, copanlisib, The serum concentration of Copanlisib can be increased when it is combined with Silodosin.]
[L01EF03, abemaciclib, The serum concentration of Abemaciclib can be increased when it is combined with Silodosin.]
[C07AB07, bisoprolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Bisoprolol is combined with Silodosin.]
[R03AC17, bitolterol, The therapeutic efficacy of Bitolterol can be decreased when used in combination with Silodosin.]
[J05AG03, efavirenz, The metabolism of Silodosin can be decreased when combined with Efavirenz.]
[C07AA17, bopindolol, Bopindolol may increase the orthostatic hypotensive activities of Silodosin.]
[A10BK04, ertugliflozin, The serum concentration of Ertugliflozin can be increased when it is combined with Silodosin.]
[C09AA01, captopril, The risk or severity of orthostatic hypotension and dizziness can be increased when Captopril is combined with Silodosin.]
[L02BB05, apalutamide, The serum concentration of Silodosin can be decreased when it is combined with Apalutamide.]
[N03AF01, carbamazepine, The metabolism of Silodosin can be increased when combined with Carbamazepine.]
[C07AG02, carvedilol, The excretion of Silodosin can be decreased when combined with Carvedilol.]
[B02BX09, fostamatinib, The risk or severity of hypotension and syncope can be increased when Fostamatinib is combined with Silodosin.]
[N03AX24, cannabidiol, The metabolism of Silodosin can be decreased when combined with Cannabidiol.]
[B02BX08, avatrombopag, The serum concentration of Avatrombopag can be increased when it is combined with Silodosin.]
[L01EE03, binimetinib, The serum concentration of Binimetinib can be increased when it is combined with Silodosin.]
[C07AB08, celiprolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Celiprolol is combined with Silodosin.]
[H01CC03, elagolix, The excretion of Silodosin can be decreased when combined with Elagolix.]
[L01XX62, ivosidenib, The metabolism of Silodosin can be increased when combined with Ivosidenib.]
[N03AX17, stiripentol, The excretion of Silodosin can be decreased when combined with Stiripentol.]
[B02BX07, lusutrombopag, The serum concentration of Lusutrombopag can be increased when it is combined with Silodosin.]
[L01EM04, duvelisib, The serum concentration of Duvelisib can be increased when it is combined with Silodosin.]
[L01EB07, dacomitinib, The excretion of Silodosin can be decreased when combined with Dacomitinib.]
[J01AA14, sarecycline, The excretion of Silodosin can be decreased when combined with Sarecycline.]
[J01AA15, omadacycline, The serum concentration of Omadacycline can be increased when it is combined with Silodosin.]
[L01XK04, talazoparib, The serum concentration of Talazoparib can be increased when it is combined with Silodosin.]
[R03BB08, revefenacin, The serum concentration of Revefenacin can be increased when it is combined with Silodosin.]
[L01EX12, larotrectinib, The serum concentration of Larotrectinib can be increased when it is combined with Silodosin.]
[L01EX13, gilteritinib, The serum concentration of Gilteritinib can be increased when it is combined with Silodosin.]
[L01XJ03, glasdegib, The excretion of Silodosin can be decreased when combined with Glasdegib.]
[C09AA08, cilazapril, The risk or severity of orthostatic hypotension and dizziness can be increased when Cilazapril is combined with Silodosin.]
[J01FA09, clarithromycin, The excretion of Silodosin can be decreased when combined with Clarithromycin.]
[L01EN01, erdafitinib, The excretion of Silodosin can be decreased when combined with Erdafitinib.]
[N05BA09, clobazam, The serum concentration of Silodosin can be increased when it is combined with Clobazam.]
[C09CA06, candesartan, The risk or severity of orthostatic hypotension and dizziness can be increased when Candesartan is combined with Silodosin.]
[L02BB06, darolutamide, The serum concentration of Darolutamide can be increased when it is combined with Silodosin.]
[C03BX03, cicletanine, The risk or severity of orthostatic hypotension and dizziness can be increased when Cicletanine is combined with Silodosin.]
[L01EJ02, fedratinib, The excretion of Silodosin can be decreased when combined with Fedratinib.]
[L01EX14, entrectinib, The excretion of Silodosin can be decreased when combined with Entrectinib.]
[N07XX11, pitolisant, The serum concentration of Silodosin can be decreased when it is combined with Pitolisant.]
[J01XX12, lefamulin, The serum concentration of Lefamulin can be increased when it is combined with Silodosin.]
[N04CX01, istradefylline, The excretion of Silodosin can be decreased when combined with Istradefylline.]
[C03AA09, cyclothiazide, The risk or severity of orthostatic hypotension and dizziness can be increased when Cyclothiazide is combined with Silodosin.]
[J01XX09, daptomycin, The serum concentration of Silodosin can be increased when it is combined with Daptomycin.]
[L01FD03, ado-trastuzumab emtansine, The serum concentration of Trastuzumab emtansine can be increased when it is combined with Silodosin.]
[N02CC08, lasmiditan, The excretion of Silodosin can be decreased when combined with Lasmiditan.]
[N03AX25, cenobamate, The serum concentration of Silodosin can be decreased when it is combined with Cenobamate.]
[N02CD04, ubrogepant, The serum concentration of Ubrogepant can be increased when it is combined with Silodosin.]
[L01FX13, enfortumab vedotin, The serum concentration of Enfortumab vedotin can be increased when it is combined with Silodosin.]
[N05CM21, lemborexant, The serum concentration of Lemborexant can be increased when it is combined with Silodosin.]
[L01XX72, tazemetostat, The serum concentration of Tazemetostat can be increased when it is combined with Silodosin.]
[N02CD06, rimegepant, The serum concentration of Rimegepant can be increased when it is combined with Silodosin.]
[J05AE05, amprenavir, The metabolism of Silodosin can be decreased when combined with Amprenavir.]
[L01EE04, selumetinib, The serum concentration of Selumetinib can be increased when it is combined with Silodosin.]
[C08CA16, clevidipine, The risk or severity of hypotension can be increased when Silodosin is combined with Clevidipine.]
[C01BD07, dronedarone, The excretion of Silodosin can be decreased when combined with Dronedarone.]
[C02AA06, methoserpidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Methoserpidine is combined with Silodosin.]
[L01EH03, tucatinib, The excretion of Silodosin can be decreased when combined with Tucatinib.]
[L01EX17, capmatinib, The excretion of Silodosin can be decreased when combined with Capmatinib.]
[C01CA14, dopexamine, The therapeutic efficacy of Dopexamine can be decreased when used in combination with Silodosin.]
[L01EX19, ripretinib, The excretion of Silodosin can be decreased when combined with Ripretinib.]
[C08CA17, levamlodipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Levamlodipine is combined with Silodosin.]
[J05AX29, fostemsavir, The serum concentration of Fostemsavir can be increased when it is combined with Silodosin.]
[L01FX15, belantamab mafodotin, The serum concentration of Belantamab mafodotin can be increased when it is combined with Silodosin.]
[L04AC19, satralizumab, The serum concentration of Silodosin can be decreased when it is combined with Satralizumab.]
[L01EX23, pralsetinib, The excretion of Silodosin can be decreased when combined with Pralsetinib.]
[C03AA04, chlorothiazide, The risk or severity of orthostatic hypotension and dizziness can be increased when Chlorothiazide is combined with Silodosin.]
[N05AA01, chlorpromazine, Chlorpromazine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C03BA04, chlorthalidone, The risk or severity of orthostatic hypotension and dizziness can be increased when Chlorthalidone is combined with Silodosin.]
[N06BX18, vinpocetine, The risk or severity of hypotension can be increased when Silodosin is combined with Vinpocetine.]
[B06AC06, berotralstat, The metabolism of Silodosin can be decreased when combined with Berotralstat.]
[A16AX20, lonafarnib, The excretion of Silodosin can be decreased when combined with Lonafarnib.]
[L02BX04, relugolix, The serum concentration of Relugolix can be increased when it is combined with Silodosin.]
[L04AD03, voclosporin, The excretion of Silodosin can be decreased when combined with Voclosporin.]
[P03AX07, abametapir, The serum concentration of Silodosin can be increased when it is combined with Abametapir.]
[L01EX21, tepotinib, The excretion of Silodosin can be decreased when combined with Tepotinib.]
[L01EX25, umbralisib, The excretion of Silodosin can be decreased when combined with Umbralisib.]
[V03AF12, trilaciclib, The serum concentration of Trilaciclib can be increased when it is combined with Silodosin.]
[C01CA19, fenoldopam, The risk or severity of orthostatic hypotension and dizziness can be increased when Fenoldopam is combined with Silodosin.]
[R03CC15, formoterol, The therapeutic efficacy of Formoterol can be decreased when used in combination with Silodosin.]
[L01EK03, tivozanib, The serum concentration of Tivozanib can be increased when it is combined with Silodosin.]
[L01FX22, loncastuximab tesirine, The serum concentration of Loncastuximab tesirine can be increased when it is combined with Silodosin.]
[N07CA02, cinnarizine, The risk or severity of hypotension can be increased when Silodosin is combined with Cinnarizine.]
[L01XX73, sotorasib, The excretion of Silodosin can be decreased when combined with Sotorasib.]
[S03AA07, ciprofloxacin, The metabolism of Silodosin can be decreased when combined with Ciprofloxacin.]
[L04AA48, belumosudil, The excretion of Silodosin can be decreased when combined with Belumosudil.]
[V09GA01, technetium Tc 99m sestamibi, The serum concentration of Technetium Tc-99m sestamibi can be increased when it is combined with Silodosin.]
[M01AG01, mefenamic acid, The metabolism of Silodosin can be decreased when combined with Mefenamic acid.]
[R03CC13, clenbuterol, The therapeutic efficacy of Clenbuterol can be decreased when used in combination with Silodosin.]
[N06AX25, St. John's wort extract, The metabolism of Silodosin can be increased when combined with St. John's Wort.]
[L01EA06, asciminib, The excretion of Silodosin can be decreased when combined with Asciminib.]
[J05AX10, maribavir, The excretion of Silodosin can be decreased when combined with Maribavir.]
[D11AH08, abrocitinib, The excretion of Silodosin can be decreased when combined with Abrocitinib.]
[J04BA01, clofazimine, The excretion of Silodosin can be decreased when combined with Clofazimine.]
[B06AX04, mitapivat, The excretion of Silodosin can be decreased when combined with Mitapivat.]
[L01EJ03, pacritinib, The excretion of Silodosin can be decreased when combined with Pacritinib.]
[G03GB02, clomiphene, The serum concentration of Silodosin can be increased when it is combined with Clomifene.]
[S01EA04, clonidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Clonidine is combined with Silodosin.]
[C01EB24, mavacamten, The serum concentration of Silodosin can be decreased when it is combined with Mavacamten.]
[N05AH02, clozapine, The metabolism of Silodosin can be decreased when combined with Clozapine.]
[L01EN04, futibatinib, The serum concentration of Futibatinib can be increased when it is combined with Silodosin.]
[A10BK06, sotagliflozin, The excretion of Silodosin can be decreased when combined with Sotagliflozin.]
[H01AC08, somatrogon, The metabolism of Silodosin can be increased when combined with Somatrogon.]
[C02KB01, metyrosine, The risk or severity of orthostatic hypotension and dizziness can be increased when Metyrosine is combined with Silodosin.]
[M04AC01, colchicine, The serum concentration of Silodosin can be increased when it is combined with Colchicine.]
[J01FA15, telithromycin, The metabolism of Silodosin can be decreased when combined with Telithromycin.]
[A03AX10, isometheptene, The therapeutic efficacy of Isometheptene can be decreased when used in combination with Silodosin.]
[J02AC02, itraconazole, The excretion of Silodosin can be decreased when combined with Itraconazole.]
[J02AC04, posaconazole, The metabolism of Silodosin can be decreased when combined with Posaconazole.]
[S01EE03, bimatoprost, The risk or severity of orthostatic hypotension and dizziness can be increased when Bimatoprost is combined with Silodosin.]
[C08CA09, lacidipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Lacidipine is combined with Silodosin.]
[N07BC04, lofexidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Lofexidine is combined with Silodosin.]
[C09AA03, lisinopril, The risk or severity of orthostatic hypotension and dizziness can be increased when Lisinopril is combined with Silodosin.]
[C08CA11, manidipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Manidipine is combined with Silodosin.]
[C07AA14, mepindolol, Mepindolol may increase the orthostatic hypotensive activities of Silodosin.]
[C04AX01, cyclandelate, The risk or severity of hypotension can be increased when Silodosin is combined with Cyclandelate.]
[R03CB02, methoxyphenamine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Methoxyphenamine.]
[C03DA04, eplerenone, The risk or severity of orthostatic hypotension and dizziness can be increased when Eplerenone is combined with Silodosin.]
[C03AA07, cyclopenthiazide, The risk or severity of orthostatic hypotension and dizziness can be increased when Cyclopenthiazide is combined with Silodosin.]
[J05AF07, tenofovir disoproxil, The serum concentration of Silodosin can be increased when it is combined with Tenofovir disoproxil.]
[S01XA18, cyclosporine, The excretion of Silodosin can be decreased when combined with Cyclosporine.]
[C09AA13, moexipril, The risk or severity of orthostatic hypotension and dizziness can be increased when Moexipril is combined with Silodosin.]
[C03XA02, conivaptan, The excretion of Silodosin can be decreased when combined with Conivaptan.]
[C02AC05, moxonidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Moxonidine is combined with Silodosin.]
[G04BE09, vardenafil, The excretion of Silodosin can be decreased when combined with Vardenafil.]
[L01DA01, dactinomycin, The serum concentration of Dactinomycin can be increased when it is combined with Silodosin.]
[G03XA01, danazol, The metabolism of Silodosin can be decreased when combined with Danazol.]
[C02CC04, debrisoquin, The risk or severity of orthostatic hypotension and dizziness can be increased when Debrisoquine is combined with Silodosin.]
[C07AB12, nebivolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Nebivolol is combined with Silodosin.]
[N06AX06, nefazodone, The metabolism of Silodosin can be decreased when combined with Nefazodone.]
[C01DX16, nicorandil, The risk or severity of orthostatic hypotension and dizziness can be increased when Nicorandil is combined with Silodosin.]
[C01CA23, theodrenaline, Silodosin may decrease the hypertensive activities of Theodrenaline.]
[C01CA05, norfenefrine, The therapeutic efficacy of Norfenefrine can be decreased when used in combination with Silodosin.]
[C09XA02, aliskiren, The risk or severity of orthostatic hypotension and dizziness can be increased when Aliskiren is combined with Silodosin.]
[S03BA01, dexamethasone, The metabolism of Silodosin can be increased when combined with Dexamethasone.]
[N06BA02, dextroamphetamine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Amphetamine.]
[V03AH01, diazoxide, The risk or severity of orthostatic hypotension and dizziness can be increased when Diazoxide is combined with Silodosin.]
[C02DG01, pinacidil, The risk or severity of orthostatic hypotension and dizziness can be increased when Pinacidil is combined with Silodosin.]
[A03AX04, pinaverium, The risk or severity of hypotension can be increased when Silodosin is combined with Pinaverium.]
[L01DC04, ixabepilone, The excretion of Silodosin can be decreased when combined with Ixabepilone.]
[R03CC07, pirbuterol, The therapeutic efficacy of Pirbuterol can be decreased when used in combination with Silodosin.]
[A08AA03, diethylpropion, The therapeutic efficacy of Silodosin can be decreased when used in combination with Diethylpropion.]
[C08CA03, isradipine, The metabolism of Silodosin can be decreased when combined with Isradipine.]
[C01AA04, digitoxin, The serum concentration of Digitoxin can be increased when it is combined with Silodosin.]
[C01AA05, digoxin, The serum concentration of Digoxin can be increased when it is combined with Silodosin.]
[C02DB01, dihydralazine, The risk or severity of orthostatic hypotension and dizziness can be increased when Dihydralazine is combined with Silodosin.]
[N02CA01, dihydroergotamine, Dihydroergotamine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[J05AE08, atazanavir, The metabolism of Silodosin can be decreased when combined with Atazanavir.]
[B01AC21, treprostinil, The risk or severity of orthostatic hypotension and dizziness can be increased when Treprostinil is combined with Silodosin.]
[C08DB01, diltiazem, The metabolism of Silodosin can be decreased when combined with Diltiazem.]
[R03CC08, procaterol, The therapeutic efficacy of Procaterol can be decreased when used in combination with Silodosin.]
[C05CA03, diosmin, The excretion of Silodosin can be decreased when combined with Diosmin.]
[C09AA06, quinapril, The risk or severity of orthostatic hypotension and dizziness can be increased when Quinapril is combined with Silodosin.]
[B01AC07, dipyridamole, The risk or severity of hypotension and syncope can be increased when Dipyridamole is combined with Silodosin.]
[C09AA05, ramipril, The risk or severity of orthostatic hypotension and dizziness can be increased when Ramipril is combined with Silodosin.]
[S01XA23, sirolimus, The serum concentration of Sirolimus can be increased when it is combined with Silodosin.]
[R03CC14, reproterol, The therapeutic efficacy of Reproterol can be decreased when used in combination with Silodosin.]
[S02AA12, rifamycin SV, The excretion of Silodosin can be decreased when combined with Rifamycin.]
[J04AB05, rifapentine, The metabolism of Silodosin can be increased when combined with Rifapentine.]
[N05AX08, risperidone, Risperidone may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[A04AD12, aprepitant, The metabolism of Silodosin can be decreased when combined with Aprepitant.]
[C03XA01, tolvaptan, The serum concentration of Tolvaptan can be increased when it is combined with Silodosin.]
[L01XG01, bortezomib, The serum concentration of Bortezomib can be increased when it is combined with Silodosin.]
[G04BE08, tadalafil, The risk or severity of orthostatic hypotension and dizziness can be increased when Tadalafil is combined with Silodosin.]
[C02KX02, ambrisentan, The risk or severity of orthostatic hypotension and dizziness can be increased when Ambrisentan is combined with Silodosin.]
[C01EB18, ranolazine, The excretion of Silodosin can be decreased when combined with Ranolazine.]
[R03AC12, salmeterol, The therapeutic efficacy of Salmeterol can be decreased when used in combination with Silodosin.]
[C01CA07, dobutamine, The therapeutic efficacy of Dobutamine can be decreased when used in combination with Silodosin.]
[N06AA12, doxepin, Doxepin may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[N05AD08, droperidol, Droperidol may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C10AA01, simvastatin, The excretion of Silodosin can be decreased when combined with Simvastatin.]
[C09AA11, spirapril, The risk or severity of orthostatic hypotension and dizziness can be increased when Spirapril is combined with Silodosin.]
[G01AF05, econazole, The metabolism of Silodosin can be decreased when combined with Econazole.]
[C07AB13, talinolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Talinolol is combined with Silodosin.]
[G04CA03, terazosin, The risk or severity of orthostatic hypotension and dizziness can be increased when Terazosin is combined with Silodosin.]
[G04BD05, terodiline, The risk or severity of hypotension can be increased when Silodosin is combined with Terodiline.]
