[S02DA03, antipyrine, The metabolism of Antipyrine can be increased when combined with Secukinumab.]
[L01EX04, vandetanib, The metabolism of Vandetanib can be increased when combined with Secukinumab.]
[A10BH05, linagliptin, The metabolism of Linagliptin can be increased when combined with Secukinumab.]
[J05AP03, boceprevir, The metabolism of Boceprevir can be increased when combined with Secukinumab.]
[J05AP02, telaprevir, The metabolism of Telaprevir can be increased when combined with Secukinumab.]
[J05AG05, rilpivirine, The metabolism of Rilpivirine can be increased when combined with Secukinumab.]
[L04AA28, belatacept, The risk or severity of adverse effects can be increased when Belatacept is combined with Secukinumab.]
[B01AF01, rivaroxaban, The metabolism of Rivaroxaban can be increased when combined with Secukinumab.]
[B01AC24, ticagrelor, The metabolism of Ticagrelor can be increased when combined with Secukinumab.]
[C08DA01, verapamil, The metabolism of Verapamil can be increased when combined with Secukinumab.]
[L01CA01, vinblastine, The metabolism of Vinblastine can be increased when combined with Secukinumab.]
[L01CA02, vincristine, The metabolism of Vincristine can be increased when combined with Secukinumab.]
[L01CA03, vindesine, The metabolism of Vindesine can be increased when combined with Secukinumab.]
[B01AA03, warfarin, The metabolism of Warfarin can be increased when combined with Secukinumab.]
[J05AF01, zidovudine, The metabolism of Zidovudine can be increased when combined with Secukinumab.]
[N05AF05, zuclopenthixol, The metabolism of Zuclopenthixol can be increased when combined with Secukinumab.]
[J05AE02, indinavir, The metabolism of Indinavir can be increased when combined with Secukinumab.]
[L01EC01, vemurafenib, The metabolism of Vemurafenib can be increased when combined with Secukinumab.]
[L01FX05, brentuximab vedotin, The metabolism of Brentuximab vedotin can be increased when combined with Secukinumab.]
[L01ED01, crizotinib, The metabolism of Crizotinib can be increased when combined with Secukinumab.]
[R03DC01, zafirlukast, The metabolism of Zafirlukast can be increased when combined with Secukinumab.]
[A02BC04, rabeprazole, The metabolism of Rabeprazole can be increased when combined with Secukinumab.]
[N05AE04, ziprasidone, The metabolism of Ziprasidone can be increased when combined with Secukinumab.]
[G03AC10, drospirenone, The metabolism of Drospirenone can be increased when combined with Secukinumab.]
[L04AA34, alemtuzumab, The risk or severity of adverse effects can be increased when Alemtuzumab is combined with Secukinumab.]
[N02BA01, aspirin, The metabolism of Acetylsalicylic acid can be increased when combined with Secukinumab.]
[L01EJ01, ruxolitinib, The metabolism of Ruxolitinib can be increased when combined with Secukinumab.]
[G04BD07, tolterodine, The metabolism of Tolterodine can be increased when combined with Secukinumab.]
[C07AB03, atenolol, The metabolism of Atenolol can be increased when combined with Secukinumab.]
[L03AB11, peginterferon alfa-2a, The risk or severity of adverse effects can be increased when Peginterferon alfa-2a is combined with Secukinumab.]
[L01FA01, rituximab, The risk or severity of adverse effects can be increased when Rituximab is combined with Secukinumab.]
[J02AC03, voriconazole, The metabolism of Voriconazole can be increased when combined with Secukinumab.]
[L01XJ01, vismodegib, The metabolism of Vismodegib can be increased when combined with Secukinumab.]
[L01EK01, axitinib, The metabolism of Axitinib can be increased when combined with Secukinumab.]
[R07AX02, ivacaftor, The metabolism of Ivacaftor can be increased when combined with Secukinumab.]
[H02AB11, prednylidene, The risk or severity of adverse effects can be increased when Secukinumab is combined with Prednylidene.]
[L01BC07, azacitidine, The risk or severity of adverse effects can be increased when Azacitidine is combined with Secukinumab.]
[L04AX01, azathioprine, The metabolism of Azathioprine can be increased when combined with Secukinumab.]
[L01BC05, gemcitabine, The risk or severity of adverse effects can be increased when Gemcitabine is combined with Secukinumab.]
[G04BE10, avanafil, The metabolism of Avanafil can be increased when combined with Secukinumab.]
[J07BK01, varicella-zoster virus vaccine live (Oka-Merck) strain, The risk or severity of infection can be increased when Varicella zoster vaccine (live/attenuated) is combined with Secukinumab.]
[L01FX02, gemtuzumab ozogamicin, The risk or severity of adverse effects can be increased when Gemtuzumab ozogamicin is combined with Secukinumab.]
[L01FD02, pertuzumab, The risk or severity of adverse effects can be increased when Pertuzumab is combined with Secukinumab.]
[A08AA11, lorcaserin, The metabolism of Lorcaserin can be increased when combined with Secukinumab.]
[G04BD12, mirabegron, The metabolism of Mirabegron can be increased when combined with Secukinumab.]
[L01XG02, carfilzomib, The risk or severity of adverse effects can be increased when Carfilzomib is combined with Secukinumab.]
[V03AX03, cobicistat, The metabolism of Cobicistat can be increased when combined with Secukinumab.]
[L02BB04, enzalutamide, The metabolism of Enzalutamide can be increased when combined with Secukinumab.]
[L01EA04, bosutinib, The metabolism of Bosutinib can be increased when combined with Secukinumab.]
[L04AA31, teriflunomide, The risk or severity of adverse effects can be increased when Teriflunomide is combined with Secukinumab.]
[L04AA22, abetimus, The risk or severity of adverse effects can be increased when Abetimus is combined with Secukinumab.]
[H02AA01, aldosterone, The risk or severity of adverse effects can be increased when Aldosterone is combined with Secukinumab.]
[L01EX05, regorafenib, The metabolism of Regorafenib can be increased when combined with Secukinumab.]
[N05CA04, barbital, The metabolism of Barbital can be increased when combined with Secukinumab.]
[L01AA09, bendamustine, The metabolism of Bendamustine can be increased when combined with Secukinumab.]
[N04BD02, rasagiline, The metabolism of Rasagiline can be increased when combined with Secukinumab.]
[C08CA13, lercanidipine, The metabolism of Lercanidipine can be increased when combined with Secukinumab.]
[N06DA02, donepezil, The metabolism of Donepezil can be increased when combined with Secukinumab.]
[N03AX22, perampanel, The metabolism of Perampanel can be increased when combined with Secukinumab.]
[L04AA29, tofacitinib, Secukinumab may increase the immunosuppressive activities of Tofacitinib.]
[N02CC03, zolmitriptan, The metabolism of Zolmitriptan can be increased when combined with Secukinumab.]
[G04BD10, darifenacin, The metabolism of Darifenacin can be increased when combined with Secukinumab.]
[L01EX07, cabozantinib, The metabolism of Cabozantinib can be increased when combined with Secukinumab.]
[G04BE03, sildenafil, The metabolism of Sildenafil can be increased when combined with Secukinumab.]
[L01EA05, ponatinib, The metabolism of Ponatinib can be increased when combined with Secukinumab.]
[B01AF02, apixaban, The metabolism of Apixaban can be increased when combined with Secukinumab.]
[C10AX12, lomitapide, The metabolism of Lomitapide can be increased when combined with Secukinumab.]
[J06BC02, raxibacumab, The risk or severity of adverse effects can be increased when Raxibacumab is combined with Secukinumab.]
[A10BH04, alogliptin, The metabolism of Alogliptin can be increased when combined with Secukinumab.]
[L04AX06, pomalidomide, The metabolism of Pomalidomide can be increased when combined with Secukinumab.]
[G03XC05, ospemifene, The metabolism of Ospemifene can be increased when combined with Secukinumab.]
[L04AX07, dimethyl fumarate, The risk or severity of adverse effects can be increased when Dimethyl fumarate is combined with Secukinumab.]
[A06AX06, tegaserod, The metabolism of Tegaserod can be increased when combined with Secukinumab.]
[R02AD01, benzocaine, The metabolism of Benzocaine can be increased when combined with Secukinumab.]
[M01AH01, celecoxib, The metabolism of Celecoxib can be increased when combined with Secukinumab.]
[L04AA18, everolimus, The metabolism of Everolimus can be increased when combined with Secukinumab.]
[N04AC01, benztropine, The metabolism of Benzatropine can be increased when combined with Secukinumab.]
[L01EC02, dabrafenib, The metabolism of Dabrafenib can be increased when combined with Secukinumab.]
[P03AX06, benzyl alcohol, The metabolism of Benzyl alcohol can be increased when combined with Secukinumab.]
[N06AX28, levomilnacipran, The metabolism of Levomilnacipran can be increased when combined with Secukinumab.]
[C08EA02, bepridil, The metabolism of Bepridil can be increased when combined with Secukinumab.]
[C02KX05, riociguat, The metabolism of Riociguat can be increased when combined with Secukinumab.]
[L01EL01, ibrutinib, The metabolism of Ibrutinib can be increased when combined with Secukinumab.]
[N06AX26, vortioxetine, The metabolism of Vortioxetine can be increased when combined with Secukinumab.]
[A10BK01, dapagliflozin, The metabolism of Dapagliflozin can be increased when combined with Secukinumab.]
[C07AB04, acebutolol, The metabolism of Acebutolol can be increased when combined with Secukinumab.]
[N05CH03, tasimelteon, The metabolism of Tasimelteon can be increased when combined with Secukinumab.]
[L04AA32, apremilast, The metabolism of Apremilast can be increased when combined with Secukinumab.]
[S03BA03, betamethasone, The risk or severity of adverse effects can be increased when Betamethasone is combined with Secukinumab.]
[S01ED02, betaxolol, The metabolism of Betaxolol can be increased when combined with Secukinumab.]
[L04AC11, siltuximab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Siltuximab.]
[L01ED02, ceritinib, The metabolism of Ceritinib can be increased when combined with Secukinumab.]
[L01FG02, ramucirumab, The risk or severity of adverse effects can be increased when Ramucirumab is combined with Secukinumab.]
[B01AC26, vorapaxar, The metabolism of Vorapaxar can be increased when combined with Secukinumab.]
[L04AA33, vedolizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Vedolizumab.]
[B01AA07, acenocoumarol, The metabolism of Acenocoumarol can be increased when combined with Secukinumab.]
[L01XH04, belinostat, The risk or severity of adverse effects can be increased when Belinostat is combined with Secukinumab.]
[L01EM01, idelalisib, The metabolism of Idelalisib can be increased when combined with Secukinumab.]
[R03AC19, olodaterol, The metabolism of Olodaterol can be increased when combined with Secukinumab.]
[L03AB13, peginterferon beta-1a, The risk or severity of adverse effects can be increased when Secukinumab is combined with Peginterferon beta-1a.]
[N05CM19, suvorexant, The metabolism of Suvorexant can be increased when combined with Secukinumab.]
[A16AX10, eliglustat, The metabolism of Eliglustat can be increased when combined with Secukinumab.]
[L01FF02, pembrolizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Pembrolizumab.]
[A10BJ05, dulaglutide, The risk or severity of adverse effects can be increased when Secukinumab is combined with Dulaglutide.]
[L01BC08, decitabine, The risk or severity of adverse effects can be increased when Decitabine is combined with Secukinumab.]
[L04AX05, pirfenidone, The metabolism of Pirfenidone can be increased when combined with Secukinumab.]
[L01EX09, nintedanib, The metabolism of Nintedanib can be increased when combined with Secukinumab.]
[L01FX07, blinatumomab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Blinatumomab.]
[J05AP09, dasabuvir, The metabolism of Dasabuvir can be increased when combined with Secukinumab.]
[L01XK01, olaparib, The metabolism of Olaparib can be increased when combined with Secukinumab.]
[L01FF01, nivolumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Nivolumab.]
[B01AA01, dicumarol, The metabolism of Dicoumarol can be increased when combined with Secukinumab.]
[N06AX11, mirtazapine, The metabolism of Mirtazapine can be increased when combined with Secukinumab.]
[L04AA03, lymphocyte immune globulin, anti-thymocyte globulin, equine, The risk or severity of adverse effects can be increased when Secukinumab is combined with Antilymphocyte immunoglobulin (horse).]
[S01AA13, fusidic acid, The metabolism of Fusidic acid can be increased when combined with Secukinumab.]
[L01EF01, palbociclib, The metabolism of Palbociclib can be increased when combined with Secukinumab.]
[L01XH03, panobinostat, The metabolism of Panobinostat can be increased when combined with Secukinumab.]
[J05AP07, daclatasvir, The metabolism of Daclatasvir can be increased when combined with Secukinumab.]
[N02BE01, acetaminophen, The metabolism of Acetaminophen can be increased when combined with Secukinumab.]
[L01DC01, bleomycin, The risk or severity of adverse effects can be increased when Bleomycin is combined with Secukinumab.]
[J05AP06, asunaprevir, The metabolism of Asunaprevir can be increased when combined with Secukinumab.]
[N05AX16, brexpiprazole, The metabolism of Brexpiprazole can be increased when combined with Secukinumab.]
[C10AX14, alirocumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Alirocumab.]
[L01XJ02, sonidegib, The metabolism of Sonidegib can be increased when combined with Secukinumab.]
[C10AX13, evolocumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Evolocumab.]
[A02BC03, lansoprazole, The metabolism of Lansoprazole can be increased when combined with Secukinumab.]
[V03AB37, idarucizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Idarucizumab.]
[L01CX01, trabectedin, The metabolism of Trabectedin can be increased when combined with Secukinumab.]
[A16AB13, asfotase alfa, The risk or severity of adverse effects can be increased when Secukinumab is combined with Asfotase alfa.]
[R03DX09, mepolizumab, The risk or severity of adverse effects can be increased when Mepolizumab is combined with Secukinumab.]
[J02AC05, isavuconazole, The metabolism of Isavuconazole can be increased when combined with Secukinumab.]
[L01EB04, osimertinib, The metabolism of Osimertinib can be increased when combined with Secukinumab.]
[J05AF13, tenofovir alafenamide, The metabolism of Tenofovir alafenamide can be increased when combined with Secukinumab.]
[L01FC01, daratumumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Daratumumab.]
[L01EE02, cobimetinib, The metabolism of Cobimetinib can be increased when combined with Secukinumab.]
[L01XG03, ixazomib, The metabolism of Ixazomib can be increased when combined with Secukinumab.]
[L01FE03, necitumumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Necitumumab.]
[L01FX08, elotuzumab, The risk or severity of adverse effects can be increased when Elotuzumab is combined with Secukinumab.]
[L01ED03, alectinib, The metabolism of Alectinib can be increased when combined with Secukinumab.]
[J06BB02, tetanus immune globulin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tetanus immune globulin, human.]
[B01AC27, selexipag, The metabolism of Selexipag can be increased when combined with Secukinumab.]
[A10BB31, acetohexamide, The metabolism of Acetohexamide can be increased when combined with Secukinumab.]
[M04AB05, lesinurad, The metabolism of Lesinurad can be increased when combined with Secukinumab.]
[J05AP10, elbasvir, The metabolism of Elbasvir can be increased when combined with Secukinumab.]
[N03AX23, brivaracetam, The metabolism of Brivaracetam can be increased when combined with Secukinumab.]
[L04AC13, ixekizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ixekizumab.]
[R03DX08, reslizumab, The risk or severity of adverse effects can be increased when Reslizumab is combined with Secukinumab.]
[J06BC04, obiltoxaximab, The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with Secukinumab.]
[L01XX52, venetoclax, The metabolism of Venetoclax can be increased when combined with Secukinumab.]
[N05BA08, bromazepam, The metabolism of Bromazepam can be increased when combined with Secukinumab.]
[R06AB01, brompheniramine, The metabolism of Brompheniramine can be increased when combined with Secukinumab.]
[N05AX17, pimavanserin, The metabolism of Pimavanserin can be increased when combined with Secukinumab.]
[L01FF05, atezolizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Atezolizumab.]
[N01BB01, bupivacaine, The metabolism of Bupivacaine can be increased when combined with Secukinumab.]
[C07AA19, bupranolol, The metabolism of Bupranolol can be increased when combined with Secukinumab.]
[N07BC01, buprenorphine, The metabolism of Buprenorphine can be increased when combined with Secukinumab.]
[N05BE01, buspirone, The metabolism of Buspirone can be increased when combined with Secukinumab.]
[L01AB01, busulfan, The metabolism of Busulfan can be increased when combined with Secukinumab.]
[L01XX27, arsenic trioxide, The risk or severity of adverse effects can be increased when Arsenic trioxide is combined with Secukinumab.]
[P01BE02, artemether, The metabolism of Artemether can be increased when combined with Secukinumab.]
[M02AA03, clofezone, The metabolism of Rabeprazole can be increased when combined with Secukinumab.]
[J06BC03, bezlotoxumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Bezlotoxumab.]
[L01FX10, olaratumab, The risk or severity of adverse effects can be increased when Olaratumab is combined with Secukinumab.]
[S01GX07, azelastine, The metabolism of Azelastine can be increased when combined with Secukinumab.]
[L01XK03, rucaparib, The metabolism of Rucaparib can be increased when combined with Secukinumab.]
[S01AA26, azithromycin, The metabolism of Azithromycin can be increased when combined with Secukinumab.]
[L04AC12, brodalumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Brodalumab.]
[L01EF02, ribociclib, The metabolism of Ribociclib can be increased when combined with Secukinumab.]
[R03DA08, bamifylline, The metabolism of Bamifylline can be increased when combined with Secukinumab.]
[L01FF04, avelumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Avelumab.]
[L04AA36, ocrelizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ocrelizumab.]
[D11AH05, dupilumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Dupilumab.]
[N07XX16, deutetrabenazine, The metabolism of Deutetrabenazine can be increased when combined with Secukinumab.]
[N06BC01, caffeine, The metabolism of Caffeine can be increased when combined with Secukinumab.]
[L04AC01, daclizumab, The risk or severity of adverse effects can be increased when Daclizumab is combined with Secukinumab.]
[J01XX08, linezolid, The risk or severity of adverse effects can be increased when Linezolid is combined with Secukinumab.]
[J05AE09, tipranavir, The metabolism of Tipranavir can be increased when combined with Secukinumab.]
[N07XX13, valbenazine, The metabolism of Valbenazine can be increased when combined with Secukinumab.]
[L04AB02, infliximab, The risk or severity of adverse effects can be increased when Infliximab is combined with Secukinumab.]
[L01EX10, midostaurin, The metabolism of Midostaurin can be increased when combined with Secukinumab.]
[L01FF03, durvalumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Durvalumab.]
[L01ED04, brigatinib, The metabolism of Brigatinib can be increased when combined with Secukinumab.]
[L04AC14, sarilumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Sarilumab.]
[L04AC16, guselkumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Guselkumab.]
[L01BC06, capecitabine, The metabolism of Capecitabine can be increased when combined with Secukinumab.]
[L01XX59, enasidenib, The metabolism of Enasidenib can be increased when combined with Secukinumab.]
[L01EH02, neratinib, The metabolism of Neratinib can be increased when combined with Secukinumab.]
[J06BD01, palivizumab, The risk or severity of adverse effects can be increased when Palivizumab is combined with Secukinumab.]
[L01FB01, inotuzumab ozogamicin, The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Secukinumab.]
[L01XH01, vorinostat, The risk or severity of adverse effects can be increased when Vorinostat is combined with Secukinumab.]
[L01EM02, copanlisib, The metabolism of Copanlisib can be increased when combined with Secukinumab.]
[L01EF03, abemaciclib, The metabolism of Abemaciclib can be increased when combined with Secukinumab.]
[J05AG03, efavirenz, The metabolism of Efavirenz can be increased when combined with Secukinumab.]
[C07AA17, bopindolol, The metabolism of Bopindolol can be increased when combined with Secukinumab.]
[L04AC02, basiliximab, The risk or severity of adverse effects can be increased when Basiliximab is combined with Secukinumab.]
[L01BA03, raltitrexed, The risk or severity of adverse effects can be increased when Raltitrexed is combined with Secukinumab.]
[R03BA02, budesonide, The risk or severity of adverse effects can be increased when Budesonide is combined with Secukinumab.]
[L01EL02, acalabrutinib, The metabolism of Acalabrutinib can be increased when combined with Secukinumab.]
[J05AX18, letermovir, The metabolism of Letermovir can be increased when combined with Secukinumab.]
[R03DX10, benralizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Benralizumab.]
[B02BX06, emicizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Emicizumab.]
[N01BX04, capsaicin, The metabolism of Capsaicin can be increased when combined with Secukinumab.]
[L02BB05, apalutamide, The metabolism of Apalutamide can be increased when combined with Secukinumab.]
[N03AF01, carbamazepine, The metabolism of Carbamazepine can be increased when combined with Secukinumab.]
[L03AB06, interferon alfa-n1, The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Secukinumab.]
[C07AG02, carvedilol, The metabolism of Carvedilol can be increased when combined with Secukinumab.]
[J05AX23, ibalizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ibalizumab.]
[M05BX05, burosumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Burosumab.]
[N03AX24, cannabidiol, The metabolism of Cannabidiol can be increased when combined with Secukinumab.]
[N02CD01, erenumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Erenumab.]
[L04AA37, baricitinib, The risk or severity of adverse effects can be increased when Secukinumab is combined with Baricitinib.]
[L01EC03, encorafenib, The metabolism of Encorafenib can be increased when combined with Secukinumab.]
[L01EE03, binimetinib, The metabolism of Binimetinib can be increased when combined with Secukinumab.]
[C07AB08, celiprolol, The metabolism of Celiprolol can be increased when combined with Secukinumab.]
[H01CC03, elagolix, The metabolism of Elagolix can be increased when combined with Secukinumab.]
[L01XX62, ivosidenib, The metabolism of Ivosidenib can be increased when combined with Secukinumab.]
[L04AC17, tildrakizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tildrakizumab.]
[P01BA07, tafenoquine, The metabolism of Tafenoquine can be increased when combined with Secukinumab.]
[L01FX09, mogamulizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Mogamulizumab.]
[N03AX17, stiripentol, The metabolism of Stiripentol can be increased when combined with Secukinumab.]
[B06AC05, lanadelumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Lanadelumab.]
[J05AG06, doravirine, The metabolism of Doravirine can be increased when combined with Secukinumab.]
[N02CD03, fremanezumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Fremanezumab.]
[L01EM04, duvelisib, The metabolism of Duvelisib can be increased when combined with Secukinumab.]
[L01FF06, cemiplimab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Cemiplimab.]
[N02CD02, galcanezumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Galcanezumab.]
[L01EB07, dacomitinib, The metabolism of Dacomitinib can be increased when combined with Secukinumab.]
[A10BB06, carbutamide, The metabolism of Carbutamide can be increased when combined with Secukinumab.]
[M01AC05, lornoxicam, The metabolism of Lornoxicam can be increased when combined with Secukinumab.]
[R03DA02, oxtriphylline, The metabolism of Oxtriphylline can be increased when combined with Secukinumab.]
[M03BA02, carisoprodol, The metabolism of Carisoprodol can be increased when combined with Secukinumab.]
[R03BB08, revefenacin, The metabolism of Revefenacin can be increased when combined with Secukinumab.]
[L01ED05, lorlatinib, The metabolism of Lorlatinib can be increased when combined with Secukinumab.]
[L04AA39, emapalumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Emapalumab.]
[L01AD01, carmustine, The metabolism of Carmustine can be increased when combined with Secukinumab.]
[L01EX13, gilteritinib, The metabolism of Gilteritinib can be increased when combined with Secukinumab.]
[L01XJ03, glasdegib, The metabolism of Glasdegib can be increased when combined with Secukinumab.]
[L04AA43, ravulizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ravulizumab.]
[B01AX07, caplacizumab, The risk or severity of adverse effects can be increased when Caplacizumab is combined with Secukinumab.]
[B01AC23, cilostazol, The metabolism of Cilostazol can be increased when combined with Secukinumab.]
[P02BX04, triclabendazole, The metabolism of Triclabendazole can be increased when combined with Secukinumab.]
[N06AX27, esketamine, The metabolism of Esketamine can be increased when combined with Secukinumab.]
[L04AA42, siponimod, The metabolism of Siponimod can be increased when combined with Secukinumab.]
[J01FA09, clarithromycin, The metabolism of Clarithromycin can be increased when combined with Secukinumab.]
[L01EN01, erdafitinib, The metabolism of Erdafitinib can be increased when combined with Secukinumab.]
[M05BX06, romosozumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Romosozumab.]
[N05BA09, clobazam, The metabolism of Clobazam can be increased when combined with Secukinumab.]
[H02AB14, cloprednol, The risk or severity of adverse effects can be increased when Secukinumab is combined with Cloprednol.]
[C09CA06, candesartan, The metabolism of Candesartan can be increased when combined with Secukinumab.]
[L04AB01, etanercept, The risk or severity of adverse effects can be increased when Etanercept is combined with Secukinumab.]
[H02AB17, cortivazol, The risk or severity of adverse effects can be increased when Secukinumab is combined with Cortivazol.]
[L04AC18, risankizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Risankizumab.]
[L01EM03, alpelisib, The metabolism of Alpelisib can be increased when combined with Secukinumab.]
[L01FX14, polatuzumab vedotin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Polatuzumab vedotin.]
[L01EX15, pexidartinib, The metabolism of Pexidartinib can be increased when combined with Secukinumab.]
[M03BX08, cyclobenzaprine, The metabolism of Cyclobenzaprine can be increased when combined with Secukinumab.]
[L04AA44, upadacitinib, The risk or severity of adverse effects can be increased when Secukinumab is combined with Upadacitinib.]
[L01EJ02, fedratinib, The metabolism of Fedratinib can be increased when combined with Secukinumab.]
[L01EX14, entrectinib, The metabolism of Entrectinib can be increased when combined with Secukinumab.]
[N07XX11, pitolisant, The metabolism of Pitolisant can be increased when combined with Secukinumab.]
[J04AK08, pretomanid, The metabolism of Pretomanid can be increased when combined with Secukinumab.]
