[J01EC02, sulfadiazine, Oxymetholone may increase the hypoglycemic activities of Sulfadiazine.]
[S03BA03, betamethasone, The risk or severity of fluid retention can be increased when Betamethasone is combined with Oxymetholone.]
[A10BJ04, albiglutide, Oxymetholone may increase the hypoglycemic activities of Albiglutide.]
[B01AA07, acenocoumarol, The serum concentration of Acenocoumarol can be increased when it is combined with Oxymetholone.]
[A10BK03, empagliflozin, Oxymetholone may increase the hypoglycemic activities of Empagliflozin.]
[A16AX10, eliglustat, The metabolism of Eliglustat can be decreased when combined with Oxymetholone.]
[A10BJ05, dulaglutide, Oxymetholone may increase the hypoglycemic activities of Dulaglutide.]
[B01AA01, dicumarol, Oxymetholone may increase the anticoagulant activities of Dicoumarol.]
[B01AA11, tioclomarol, Oxymetholone may increase the anticoagulant activities of Tioclomarol.]
[A10BF01, acarbose, Oxymetholone may increase the hypoglycemic activities of Acarbose.]
[A10AE06, insulin degludec, Oxymetholone may increase the hypoglycemic activities of Insulin degludec.]
[A10BB31, acetohexamide, Oxymetholone may increase the hypoglycemic activities of Acetohexamide.]
[G04CA01, alfuzosin, The metabolism of Alfuzosin can be decreased when combined with Oxymetholone.]
[N04BC01, bromocriptine, Oxymetholone may increase the hypoglycemic activities of Bromocriptine.]
[A10BX06, benfluorex, Oxymetholone may increase the hypoglycemic activities of Benfluorex.]
[R03BA02, budesonide, The risk or severity of fluid retention can be increased when Budesonide is combined with Oxymetholone.]
[A10BJ06, semaglutide, Oxymetholone may increase the hypoglycemic activities of Semaglutide.]
[A10BK04, ertugliflozin, Oxymetholone may increase the hypoglycemic activities of Ertugliflozin.]
[N03AF01, carbamazepine, The therapeutic efficacy of Carbamazepine can be increased when used in combination with Oxymetholone.]
[N03AX17, stiripentol, The metabolism of Oxymetholone can be decreased when combined with Stiripentol.]
[A10BB06, carbutamide, Oxymetholone may increase the hypoglycemic activities of Carbutamide.]
[A06AX05, prucalopride, The metabolism of Prucalopride can be decreased when combined with Oxymetholone.]
[B01AC23, cilostazol, The metabolism of Cilostazol can be decreased when combined with Oxymetholone.]
[H02AB14, cloprednol, The risk or severity of fluid retention can be increased when Cloprednol is combined with Oxymetholone.]
[H02AB17, cortivazol, The risk or severity of fluid retention can be increased when Cortivazol is combined with Oxymetholone.]
[A10AE03, insulin, regular, pork, Oxymetholone may increase the hypoglycemic activities of Insulin pork.]
[H02AB13, deflazacort, The risk or severity of fluid retention can be increased when Deflazacort is combined with Oxymetholone.]
[B06AX03, voxelotor, The serum concentration of Voxelotor can be increased when it is combined with Oxymetholone.]
[D07XB03, fluprednidene, The risk or severity of fluid retention can be increased when Fluprednidene is combined with Oxymetholone.]
[C08CA17, levamlodipine, The serum concentration of Levamlodipine can be increased when it is combined with Oxymetholone.]
[A10BB02, chlorpropamide, Oxymetholone may increase the hypoglycemic activities of Chlorpropamide.]
[M02AA06, etofenamate, The therapeutic efficacy of Etofenamate can be increased when used in combination with Oxymetholone.]
[R03BA03, flunisolide, The risk or severity of fluid retention can be increased when Flunisolide is combined with Oxymetholone.]
[S02BA08, fluocinolone acetonide, The risk or severity of fluid retention can be increased when Fluocinolone acetonide is combined with Oxymetholone.]
[A10AF01, insulin, regular, human, Oxymetholone may increase the hypoglycemic activities of Insulin human.]
[C03DA05, finerenone, The serum concentration of Finerenone can be increased when it is combined with Oxymetholone.]
[A10BB12, glimepiride, Oxymetholone may increase the hypoglycemic activities of Glimepiride.]
[A10BB08, gliquidone, Oxymetholone may increase the hypoglycemic activities of Gliquidone.]
[A10BX16, tirzepatide, Oxymetholone may increase the hypoglycemic activities of Tirzepatide.]
[A10BX01, guar gum, Oxymetholone may increase the hypoglycemic activities of Guar gum.]
[A10BK06, sotagliflozin, Oxymetholone may increase the hypoglycemic activities of Sotagliflozin.]
[M04AC01, colchicine, The metabolism of Colchicine can be decreased when combined with Oxymetholone.]
[A10BX03, nateglinide, Oxymetholone may increase the hypoglycemic activities of Nateglinide.]
[H01AC03, mecasermin, Oxymetholone may increase the hypoglycemic activities of Mecasermin.]
[A10AE04, insulin glargine, Oxymetholone may increase the hypoglycemic activities of Insulin glargine.]
[R03BA08, ciclesonide, The risk or severity of fluid retention can be increased when Ciclesonide is combined with Oxymetholone.]
[S01BA03, cortisone, The risk or severity of fluid retention can be increased when Cortisone is combined with Oxymetholone.]
[H02AB15, meprednisone, The risk or severity of fluid retention can be increased when Meprednisone is combined with Oxymetholone.]
[A10BF02, miglitol, Oxymetholone may increase the hypoglycemic activities of Miglitol.]
[S01XA18, cyclosporine, The risk or severity of liver damage can be increased when Oxymetholone is combined with Cyclosporine.]
[G04BE09, vardenafil, The metabolism of Vardenafil can be decreased when combined with Oxymetholone.]
[M03CA01, dantrolene, The therapeutic efficacy of Dantrolene can be increased when used in combination with Oxymetholone.]
[D07XC02, desoximetasone, The risk or severity of fluid retention can be increased when Desoximetasone is combined with Oxymetholone.]
[H02AA03, desoxycorticosterone, The risk or severity of fluid retention can be increased when Desoxycortone is combined with Oxymetholone.]
[S03BA01, dexamethasone, The risk or severity of fluid retention can be increased when Dexamethasone is combined with Oxymetholone.]
[A10BG03, pioglitazone, Oxymetholone may increase the hypoglycemic activities of Pioglitazone.]
[D07XC04, diflucortolone, The risk or severity of fluid retention can be increased when Difluocortolone is combined with Oxymetholone.]
[C01BA03, disopyramide, Oxymetholone may increase the hypoglycemic activities of Disopyramide.]
[L01EX01, sunitinib, Oxymetholone may increase the hypoglycemic activities of Sunitinib.]
[H01AA01, corticotropin, The risk or severity of fluid retention can be increased when Corticotropin is combined with Oxymetholone.]
[N06BA09, atomoxetine, The metabolism of Atomoxetine can be decreased when combined with Oxymetholone.]
[H02CA01, trilostane, The risk or severity of fluid retention can be increased when Trilostane is combined with Oxymetholone.]
[A10AB06, insulin glulisine, human, Oxymetholone may increase the hypoglycemic activities of Insulin glulisine.]
[N05CF01, zopiclone, The metabolism of Zopiclone can be decreased when combined with Oxymetholone.]
[R03BA09, fluticasone furoate, The risk or severity of fluid retention can be increased when Fluticasone furoate is combined with Oxymetholone.]
[R03BA05, fluticasone, The risk or severity of fluid retention can be increased when Fluticasone is combined with Oxymetholone.]
[N03AB01, ethotoin, The therapeutic efficacy of Ethotoin can be increased when used in combination with Oxymetholone.]
[L04AD02, tacrolimus, The serum concentration of Tacrolimus can be increased when it is combined with Oxymetholone.]
[N02AB03, fentanyl, The metabolism of Fentanyl can be decreased when combined with Oxymetholone.]
[H02AA02, fludrocortisone, The risk or severity of fluid retention can be increased when Fludrocortisone is combined with Oxymetholone.]
[D07XB01, flumethasone, The risk or severity of fluid retention can be increased when Flumethasone is combined with Oxymetholone.]
[D07AC08, fluocinonide, The risk or severity of fluid retention can be increased when Fluocinonide is combined with Oxymetholone.]
[H02AB03, fluocortolone, The risk or severity of fluid retention can be increased when Fluocortolone is combined with Oxymetholone.]
[C03CA01, furosemide, The therapeutic efficacy of Furosemide can be increased when used in combination with Oxymetholone.]
[N05CF04, eszopiclone, The metabolism of Eszopiclone can be decreased when combined with Oxymetholone.]
[A10BJ02, liraglutide, Oxymetholone may increase the hypoglycemic activities of Liraglutide.]
[A10BB01, glyburide, Oxymetholone may increase the hypoglycemic activities of Glyburide.]
[A10BB09, gliclazide, Oxymetholone may increase the hypoglycemic activities of Gliclazide.]
[A10BB07, glipizide, Oxymetholone may increase the hypoglycemic activities of Glipizide.]
[B01AA12, fluindione, Oxymetholone may increase the anticoagulant activities of Fluindione.]
[N05AD01, haloperidol, The serum concentration of Haloperidol can be increased when it is combined with Oxymetholone.]
[A10AD05, insulin aspart, human, Oxymetholone may increase the hypoglycemic activities of Insulin aspart.]
[S01XA14, heparin, The therapeutic efficacy of Heparin can be increased when used in combination with Oxymetholone.]
[S02BA01, hydrocortisone, The risk or severity of fluid retention can be increased when Hydrocortisone is combined with Oxymetholone.]
[D07AB02, hydrocortisone butyrate, The risk or severity of fluid retention can be increased when Hydrocortisone butyrate is combined with Oxymetholone.]
[R01AD07, tixocortol, The risk or severity of fluid retention can be increased when Tixocortol is combined with Oxymetholone.]
[A10BH01, sitagliptin, Oxymetholone may increase the hypoglycemic activities of Sitagliptin.]
[N05BA12, alprazolam, The metabolism of Alprazolam can be decreased when combined with Oxymetholone.]
[A10BH02, vildagliptin, Oxymetholone may increase the hypoglycemic activities of Vildagliptin.]
[A10BJ01, exenatide, Oxymetholone may increase the hypoglycemic activities of Exenatide.]
[D06AX13, retapamulin, The metabolism of Retapamulin can be decreased when combined with Oxymetholone.]
[C10AA02, lovastatin, The metabolism of Lovastatin can be decreased when combined with Oxymetholone.]
[M02AA18, meclofenamic acid, The therapeutic efficacy of Meclofenamic acid can be increased when used in combination with Oxymetholone.]
[N03AB04, mephenytoin, The therapeutic efficacy of Mephenytoin can be increased when used in combination with Oxymetholone.]
[A10BA02, metformin, Oxymetholone may increase the hypoglycemic activities of Metformin.]
[H02AB04, methylprednisolone, The risk or severity of fluid retention can be increased when Methylprednisolone is combined with Oxymetholone.]
[D07AC14, methylprednisolone aceponate, The risk or severity of fluid retention can be increased when Methylprednisolone aceponate is combined with Oxymetholone.]
[N05CD08, midazolam, The serum concentration of Midazolam can be increased when it is combined with Oxymetholone.]
[G03XB01, mifepristone, Oxymetholone may increase the hypoglycemic activities of Mifepristone.]
[N06AA09, amitriptyline, The metabolism of Amitriptyline can be decreased when combined with Oxymetholone.]
[N03AB05, fosphenytoin, The therapeutic efficacy of Fosphenytoin can be increased when used in combination with Oxymetholone.]
[A10BG01, troglitazone, Oxymetholone may increase the hypoglycemic activities of Troglitazone.]
[A10BX02, repaglinide, Oxymetholone may increase the hypoglycemic activities of Repaglinide.]
[N05AX14, iloperidone, The metabolism of Iloperidone can be decreased when combined with Oxymetholone.]
[J01XE01, nitrofurantoin, The therapeutic efficacy of Nitrofurantoin can be increased when used in combination with Oxymetholone.]
[H02AB05, paramethasone, The risk or severity of fluid retention can be increased when Paramethasone is combined with Oxymetholone.]
[A10BA01, phenformin, Oxymetholone may increase the hypoglycemic activities of Phenformin.]
[B01AA02, phenindione, Oxymetholone may increase the anticoagulant activities of Phenindione.]
[B01AA04, phenprocoumon, Oxymetholone may increase the anticoagulant activities of Phenprocoumon.]
[N03AB02, phenytoin, The therapeutic efficacy of Phenytoin can be increased when used in combination with Oxymetholone.]
[C10AA05, atorvastatin, The metabolism of Atorvastatin can be decreased when combined with Oxymetholone.]
[A10BG02, rosiglitazone, Oxymetholone may increase the hypoglycemic activities of Rosiglitazone.]
[A10BH03, saxagliptin, Oxymetholone may increase the hypoglycemic activities of Saxagliptin.]
[A10AD04, insulin lispro, Oxymetholone may increase the hypoglycemic activities of Insulin lispro.]
[S03BA02, prednisolone, The risk or severity of fluid retention can be increased when Prednisolone is combined with Oxymetholone.]
[H02AB07, prednisone, The risk or severity of fluid retention can be increased when Prednisone is combined with Oxymetholone.]
[N05AX12, aripiprazole, The metabolism of Aripiprazole can be decreased when combined with Oxymetholone.]
[P01BC01, quinine, Oxymetholone may increase the hypoglycemic activities of Quinine.]
