[S02DA03, antipyrine, The metabolism of Antipyrine can be decreased when combined with Caffeine.]
[S01EC01, acetazolamide, Acetazolamide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[L01EB04, osimertinib, The serum concentration of Caffeine can be decreased when it is combined with Osimertinib.]
[J05AF13, tenofovir alafenamide, The serum concentration of Tenofovir alafenamide can be increased when it is combined with Caffeine.]
[N03AX23, brivaracetam, Brivaracetam may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[L01XX52, venetoclax, Caffeine may decrease the excretion rate of Venetoclax which could result in a higher serum level.]
[N05BA08, bromazepam, The therapeutic efficacy of Bromazepam can be decreased when used in combination with Caffeine.]
[A05AA04, obeticholic acid, The metabolism of Caffeine can be decreased when combined with Obeticholic acid.]
[N01BB01, bupivacaine, The metabolism of Levobupivacaine can be decreased when combined with Caffeine.]
[C07AA19, bupranolol, The risk or severity of adverse effects can be increased when Bupranolol is combined with Caffeine.]
[J01MA09, sparfloxacin, The metabolism of Caffeine can be decreased when combined with Sparfloxacin.]
[S01GX07, azelastine, The metabolism of Azelastine can be decreased when combined with Caffeine.]
[L01XK03, rucaparib, The metabolism of Rucaparib can be decreased when combined with Caffeine.]
[R03CC12, bambuterol, The risk or severity of hypokalemia can be increased when Caffeine is combined with Bambuterol.]
[R03DA08, bamifylline, The metabolism of Bamifylline can be decreased when combined with Caffeine.]
[N02BF02, pregabalin, Pregabalin may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N03AX30, beclamide, Beclamide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[J01MB04, pipemidic acid, The metabolism of Caffeine can be decreased when combined with Pipemidic acid.]
[H03BA03, benzylthiouracil, Benzylthiouracil may decrease the excretion rate of Caffeine which could result in a higher serum level.]
[L04AB02, infliximab, The metabolism of Caffeine can be increased when combined with Infliximab.]
[L01ED04, brigatinib, Caffeine may decrease the excretion rate of Brigatinib which could result in a higher serum level.]
[J01MA23, delafloxacin, The metabolism of Caffeine can be decreased when combined with Delafloxacin.]
[L01XX59, enasidenib, The metabolism of Enasidenib can be decreased when combined with Caffeine.]
[L01EM02, copanlisib, Caffeine may decrease the excretion rate of Copanlisib which could result in a higher serum level.]
[L01EF03, abemaciclib, Caffeine may decrease the excretion rate of Abemaciclib which could result in a higher serum level.]
[C07AB07, bisoprolol, The risk or severity of adverse effects can be increased when Bisoprolol is combined with Caffeine.]
[R03AC17, bitolterol, The risk or severity of hypokalemia can be increased when Caffeine is combined with Bitolterol.]
[J05AG03, efavirenz, The metabolism of Efavirenz can be decreased when combined with Caffeine.]
[C07AA17, bopindolol, The risk or severity of adverse effects can be increased when Bopindolol is combined with Caffeine.]
[N05CD09, brotizolam, The therapeutic efficacy of Brotizolam can be decreased when used in combination with Caffeine.]
[N01BX04, capsaicin, The metabolism of Capsaicin can be decreased when combined with Caffeine.]
[A10BK04, ertugliflozin, Caffeine may decrease the excretion rate of Ertugliflozin which could result in a higher serum level.]
[N03AF01, carbamazepine, The serum concentration of Caffeine can be decreased when it is combined with Carbamazepine.]
[H03BB01, carbimazole, Carbimazole may decrease the excretion rate of Caffeine which could result in a higher serum level.]
[L03AB06, interferon alfa-n1, The metabolism of Caffeine can be decreased when combined with Interferon alfa-n1.]
[C07AG02, carvedilol, The risk or severity of adverse effects can be increased when Carvedilol is combined with Caffeine.]
[N03AX24, cannabidiol, Cannabidiol may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[L01EE03, binimetinib, The metabolism of Binimetinib can be decreased when combined with Caffeine.]
[C07AB08, celiprolol, The risk or severity of adverse effects can be increased when Celiprolol is combined with Caffeine.]
[N03AX17, stiripentol, The metabolism of Stiripentol can be decreased when combined with Caffeine.]
[B02BX07, lusutrombopag, Caffeine may decrease the excretion rate of Lusutrombopag which could result in a higher serum level.]
[L01EM04, duvelisib, Caffeine may decrease the excretion rate of Duvelisib which could result in a higher serum level.]
[L01EB07, dacomitinib, Caffeine may decrease the excretion rate of Dacomitinib which could result in a higher serum level.]
[R03DA02, oxtriphylline, The metabolism of Oxtriphylline can be decreased when combined with Caffeine.]
[L01XK04, talazoparib, Caffeine may decrease the excretion rate of Talazoparib which could result in a higher serum level.]
[R03BB08, revefenacin, Caffeine may decrease the excretion rate of Revefenacin which could result in a higher serum level.]
[L04AA39, emapalumab, The metabolism of Caffeine can be increased when combined with Emapalumab.]
[L01AD01, carmustine, The metabolism of Carmustine can be decreased when combined with Caffeine.]
[L01XJ03, glasdegib, Caffeine may decrease the excretion rate of Glasdegib which could result in a higher serum level.]
[B01AC23, cilostazol, The metabolism of Cilostazol can be decreased when combined with Caffeine.]
[P02BX04, triclabendazole, The metabolism of Triclabendazole can be decreased when combined with Caffeine.]
[J01FA09, clarithromycin, The metabolism of Caffeine can be decreased when combined with Clarithromycin.]
[N06AX29, brexanolone, Brexanolone may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N05BA09, clobazam, The therapeutic efficacy of Clobazam can be decreased when used in combination with Caffeine.]
[N05BA22, cloxazolam, The therapeutic efficacy of Cloxazolam can be decreased when used in combination with Caffeine.]
[L04AB01, etanercept, The metabolism of Caffeine can be increased when combined with Etanercept.]
[L01EM03, alpelisib, The serum concentration of Alpelisib can be increased when it is combined with Caffeine.]
[L02BB06, darolutamide, Caffeine may decrease the excretion rate of Darolutamide which could result in a higher serum level.]
[M03BX08, cyclobenzaprine, The metabolism of Cyclobenzaprine can be decreased when combined with Caffeine.]
[N07XX11, pitolisant, The metabolism of Caffeine can be increased when combined with Pitolisant.]
[N04CX01, istradefylline, The metabolism of Istradefylline can be decreased when combined with Caffeine.]
[A10AE03, insulin, regular, pork, The metabolism of Caffeine can be increased when combined with Insulin pork.]
[N03AX25, cenobamate, Cenobamate may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[A16AX16, givosiran, The serum concentration of Caffeine can be increased when it is combined with Givosiran.]
[N02CD04, ubrogepant, The serum concentration of Ubrogepant can be increased when it is combined with Caffeine.]
[L01XX72, tazemetostat, Caffeine may decrease the excretion rate of Tazemetostat which could result in a higher serum level.]
[M01AX21, diacetylrhein, The metabolism of Caffeine can be decreased when combined with Diacerein.]
[N02CD06, rimegepant, The serum concentration of Rimegepant can be increased when it is combined with Caffeine.]
[S01AE06, gatifloxacin, The metabolism of Caffeine can be decreased when combined with Gatifloxacin.]
[H02CA02, osilodrostat, The metabolism of Caffeine can be decreased when combined with Osilodrostat.]
[N02CC07, frovatriptan, The metabolism of Frovatriptan can be decreased when combined with Caffeine.]
[L04AA38, ozanimod, Caffeine may decrease the excretion rate of Ozanimod which could result in a higher serum level.]
[L01EE04, selumetinib, The metabolism of Selumetinib can be decreased when combined with Caffeine.]
[M01AH02, rofecoxib, The serum concentration of Caffeine can be increased when it is combined with Rofecoxib.]
[S01EA02, dipivefrin, The risk or severity of hypokalemia can be increased when Caffeine is combined with Dipivefrin.]
[N03AG02, dipropylacetamide, Valpromide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[J01FA13, dirithromycin, The metabolism of Caffeine can be decreased when combined with Dirithromycin.]
[N05BA02, chlordiazepoxide, The therapeutic efficacy of Chlordiazepoxide can be decreased when used in combination with Caffeine.]
[L01EH03, tucatinib, Caffeine may decrease the excretion rate of Tucatinib which could result in a higher serum level.]
[L01EX17, capmatinib, The metabolism of Caffeine can be decreased when combined with Capmatinib.]
[L01EX19, ripretinib, Caffeine may decrease the excretion rate of Ripretinib which could result in a higher serum level.]
[N05CM02, chlormethiazole, Clomethiazole may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[J05AX29, fostemsavir, Caffeine may decrease the excretion rate of Fostemsavir which could result in a higher serum level.]
[N05CD14, remimazolam, The therapeutic efficacy of Remimazolam can be decreased when used in combination with Caffeine.]
[L04AC19, satralizumab, The serum concentration of Caffeine can be decreased when it is combined with Satralizumab.]
[L01EX23, pralsetinib, Caffeine may decrease the excretion rate of Pralsetinib which could result in a higher serum level.]
[N05AA01, chlorpromazine, The metabolism of Chlorpromazine can be decreased when combined with Caffeine.]
[M03BB03, chlorzoxazone, The metabolism of Chlorzoxazone can be decreased when combined with Caffeine.]
[N06BX18, vinpocetine, Vinpocetine may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N05BA18, ethyl loflazepate, The therapeutic efficacy of Ethyl loflazepate can be decreased when used in combination with Caffeine.]
[B06AC06, berotralstat, The serum concentration of Berotralstat can be increased when it is combined with Caffeine.]
[P03AX07, abametapir, The serum concentration of Caffeine can be increased when it is combined with Abametapir.]
[V03AF12, trilaciclib, Caffeine may decrease the excretion rate of Trilaciclib which could result in a higher serum level.]
[N03AX10, felbamate, Felbamate may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N06BA10, fenethylline, The metabolism of Fenethylline can be decreased when combined with Caffeine.]
[N06BA08, fenozolone, The risk or severity of adverse effects can be increased when Fenozolone is combined with Caffeine.]
[J01MB07, flumequine, The metabolism of Caffeine can be decreased when combined with Flumequine.]
[R03CC15, formoterol, The risk or severity of hypokalemia can be increased when Caffeine is combined with Formoterol.]
[L03AB10, peginterferon alfa-2b, The serum concentration of Caffeine can be increased when it is combined with Peginterferon alfa-2b.]
[A02BA01, cimetidine, The metabolism of Caffeine can be decreased when combined with Cimetidine.]
[N02BF01, gabapentin, Gabapentin may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N07CA02, cinnarizine, The metabolism of Cinnarizine can be decreased when combined with Caffeine.]
[J01MB06, cinoxacin, The metabolism of Caffeine can be decreased when combined with Cinoxacin.]
[S03AA07, ciprofloxacin, The serum concentration of Caffeine can be increased when it is combined with Ciprofloxacin.]
[N06AB04, citalopram, The metabolism of Caffeine can be decreased when combined with Citalopram.]
[H01AC07, somapacitan, The metabolism of Caffeine can be increased when combined with Somapacitan.]
[P01CA03, fexinidazole, The metabolism of Fexinidazole can be decreased when combined with Caffeine.]
[H01AC09, lonapegsomatropin, The metabolism of Caffeine can be increased when combined with Lonapegsomatropin.]
[M01AG01, mefenamic acid, The metabolism of Mefenamic acid can be decreased when combined with Caffeine.]
[R03CC13, clenbuterol, The risk or severity of adverse effects can be increased when Clenbuterol is combined with Caffeine.]
[J01FF01, clindamycin, The metabolism of Caffeine can be decreased when combined with Clindamycin.]
[L03AB15, ropeginterferon alfa-2b, The metabolism of Caffeine can be decreased when combined with Ropeginterferon alfa-2b.]
[N01BB10, levobupivacaine, The metabolism of Levobupivacaine can be decreased when combined with Caffeine.]
[L01EJ03, pacritinib, The metabolism of Caffeine can be decreased when combined with Pacritinib.]
[N06AA04, clomipramine, The metabolism of Clomipramine can be decreased when combined with Caffeine.]
[N03AE01, clonazepam, The therapeutic efficacy of Clonazepam can be decreased when used in combination with Caffeine.]
[S01EA04, clonidine, The metabolism of Clonidine can be decreased when combined with Caffeine.]
[N05BA21, clotiazepam, The therapeutic efficacy of Clotiazepam can be decreased when used in combination with Caffeine.]
[A04AA01, ondansetron, The metabolism of Ondansetron can be decreased when combined with Caffeine.]
[N05AH02, clozapine, The metabolism of Clozapine can be decreased when combined with Caffeine.]
[N05BA13, halazepam, The therapeutic efficacy of Halazepam can be decreased when used in combination with Caffeine.]
[H01AC08, somatrogon, The metabolism of Caffeine can be increased when combined with Somatrogon.]
[L04AC21, bimekizumab, The metabolism of Caffeine can be increased when combined with Bimekizumab.]
[L04AA13, leflunomide, The serum concentration of Caffeine can be decreased when it is combined with Leflunomide.]
[C04AX28, ifenprodil, Ifenprodil may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[S01AD03, acyclovir, The metabolism of Acyclovir can be decreased when combined with Caffeine.]
[N05BA10, ketazolam, The therapeutic efficacy of Ketazolam can be decreased when used in combination with Caffeine.]
[L01EA01, imatinib, The metabolism of Imatinib can be decreased when combined with Caffeine.]
[N03AX09, lamotrigine, Lamotrigine may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N07BC04, lofexidine, The metabolism of Lofexidine can be decreased when combined with Caffeine.]
[S01AE04, lomefloxacin, The metabolism of Caffeine can be decreased when combined with Lomefloxacin.]
[N05CD06, lormetazepam, The therapeutic efficacy of Lormetazepam can be decreased when used in combination with Caffeine.]
[A08AA09, mefenorex, The risk or severity of adverse effects can be increased when Mefenorex is combined with Caffeine.]
[C07AA14, mepindolol, The risk or severity of adverse effects can be increased when Mepindolol is combined with Caffeine.]
[C01EB10, adenosine, The therapeutic efficacy of Adenosine can be decreased when used in combination with Caffeine.]
[R03CB02, methoxyphenamine, The risk or severity of adverse effects can be increased when Methoxyphenamine is combined with Caffeine.]
[J01FA03, midecamycin, The metabolism of Caffeine can be decreased when combined with Midecamycin.]
[N06BA07, modafinil, The metabolism of Caffeine can be increased when combined with Armodafinil.]
[C10AA07, rosuvastatin, Caffeine may decrease the excretion rate of Rosuvastatin which could result in a higher serum level.]
[J05AF10, entecavir, The metabolism of Entecavir can be decreased when combined with Caffeine.]
[M01AH05, etoricoxib, The metabolism of Etoricoxib can be decreased when combined with Caffeine.]
[L01AX04, dacarbazine, The metabolism of Dacarbazine can be decreased when combined with Caffeine.]
[L01DA01, dactinomycin, Caffeine may decrease the excretion rate of Dactinomycin which could result in a higher serum level.]
[L01DB02, daunorubicin, Caffeine may decrease the excretion rate of Daunorubicin which could result in a higher serum level.]
[M01AX01, nabumetone, The metabolism of Nabumetone can be decreased when combined with Caffeine.]
[N05BA16, nordazepam, The therapeutic efficacy of Nordazepam can be decreased when used in combination with Caffeine.]
[C07AB12, nebivolol, The risk or severity of adverse effects can be increased when Nebivolol is combined with Caffeine.]
[N03AG06, tiagabine, Tiagabine may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[C01CA23, theodrenaline, The metabolism of Theodrenaline can be decreased when combined with Caffeine.]
[L01XA03, oxaliplatin, Caffeine may decrease the excretion rate of Oxaliplatin which could result in a higher serum level.]
[N03AF02, oxcarbazepine, Oxcarbazepine may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[A08AA04, dexfenfluramine, The metabolism of Dexfenfluramine can be decreased when combined with Caffeine.]
[L04AB04, adalimumab, The serum concentration of Caffeine can be decreased when it is combined with Adalimumab.]
[L01EB01, gefitinib, Caffeine may decrease the excretion rate of Gefitinib which could result in a higher serum level.]
[N06BA02, dextroamphetamine, The risk or severity of adverse effects can be increased when Amphetamine is combined with Caffeine.]
[N03AC01, paramethadione, Paramethadione may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N06AB05, paroxetine, The metabolism of Paroxetine can be decreased when combined with Caffeine.]
[B01AC04, clopidogrel, The metabolism of Clopidogrel can be decreased when combined with Caffeine.]
[C04AD01, pentifylline, The metabolism of Pentifylline can be decreased when combined with Caffeine.]
[N05BA01, diazepam, The therapeutic efficacy of Diazepam can be decreased when used in combination with Caffeine.]
[N03AX07, phenacemide, Phenacemide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N03AD02, phensuximide, Phensuximide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[S01BC03, diclofenac, The metabolism of Diclofenac can be decreased when combined with Caffeine.]
[L01DC04, ixabepilone, The metabolism of Caffeine can be decreased when combined with Ixabepilone.]
[L01EB02, erlotinib, The metabolism of Erlotinib can be decreased when combined with Caffeine.]
[R03CC07, pirbuterol, The risk or severity of hypokalemia can be increased when Caffeine is combined with Pirbuterol.]
[A08AA03, diethylpropion, The risk or severity of adverse effects can be increased when Diethylpropion is combined with Caffeine.]
[C02DB01, dihydralazine, The metabolism of Dihydralazine can be decreased when combined with Caffeine.]
[C10AX09, ezetimibe, Caffeine may decrease the excretion rate of Ezetimibe which could result in a higher serum level.]
[J05AE08, atazanavir, The metabolism of Caffeine can be decreased when combined with Atazanavir.]
[H03BC01, potassium perchlorate, Potassium perchlorate may decrease the excretion rate of Caffeine which could result in a higher serum level.]
[R03CC08, procaterol, The risk or severity of adverse effects can be increased when Procaterol is combined with Caffeine.]
[N03AG05, progabide, Progabide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N06BC02, propentofylline, The metabolism of Propentofylline can be decreased when combined with Caffeine.]
[R03DA03, proxyphylline, The metabolism of Proxyphylline can be decreased when combined with Caffeine.]
[N05CD10, quazepam, The therapeutic efficacy of Quazepam can be decreased when used in combination with Caffeine.]
[S01XA23, sirolimus, The metabolism of Caffeine can be decreased when combined with Sirolimus.]
[C01BA03, disopyramide, The metabolism of Disopyramide can be decreased when combined with Caffeine.]
[P03AA04, disulfiram, The serum concentration of Caffeine can be increased when it is combined with Disulfiram.]
[S02AA12, rifamycin SV, The metabolism of Caffeine can be decreased when combined with Rifamycin.]
[N07XX02, riluzole, The metabolism of Riluzole can be decreased when combined with Caffeine.]
[N01BB09, ropivacaine, The metabolism of Ropivacaine can be decreased when combined with Caffeine.]
[J01MB01, rosoxacin, The metabolism of Caffeine can be decreased when combined with Rosoxacin.]
[L01XG01, bortezomib, The metabolism of Bortezomib can be decreased when combined with Caffeine.]
[R03AC12, salmeterol, The risk or severity of hypokalemia can be increased when Caffeine is combined with Salmeterol.]
[C01CA07, dobutamine, The risk or severity of adverse effects can be increased when Dobutamine is combined with Caffeine.]
[A03FA03, domperidone, The metabolism of Domperidone can be decreased when combined with Caffeine.]
[C01CA04, dopamine, The risk or severity of adverse effects can be increased when Dopamine is combined with Caffeine.]
[N06AA16, dothiepin, The metabolism of Caffeine can be decreased when combined with Dosulepin.]
[N06AA12, doxepin, The metabolism of Doxepin can be decreased when combined with Caffeine.]
[L01DB01, doxorubicin, Caffeine may decrease the excretion rate of Doxorubicin which could result in a higher serum level.]
[N02CC01, sumatriptan, Caffeine may decrease the excretion rate of Sumatriptan which could result in a higher serum level.]
[C07AB13, talinolol, The risk or severity of adverse effects can be increased when Talinolol is combined with Caffeine.]
[J01MA05, temafloxacin, The metabolism of Caffeine can be decreased when combined with Temafloxacin.]
[D01BA02, terbinafine, The metabolism of Terbinafine can be decreased when combined with Caffeine.]
[C07AA16, tertatolol, The risk or severity of adverse effects can be increased when Tertatolol is combined with Caffeine.]
[S01GA02, tetrahydrozoline, The risk or severity of adverse effects can be increased when Tetryzoline is combined with Caffeine.]
[N03AX11, topiramate, Topiramate may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[R01AA09, tramazoline, The risk or severity of adverse effects can be increased when Tramazoline is combined with Caffeine.]
[N05CD11, triazulenone, The therapeutic efficacy of Loprazolam can be decreased when used in combination with Caffeine.]
[J01MA04, enoxacin, The metabolism of Caffeine can be decreased when combined with Enoxacin.]
[S01FB02, ephedrine, The risk or severity of adverse effects can be increased when Ephedrine is combined with Caffeine.]
[S01EA01, epinephrine, The risk or severity of adverse effects can be increased when Epinephrine is combined with Caffeine.]
[N05CF02, zolpidem, The metabolism of Zolpidem can be decreased when combined with Caffeine.]
[N03AX15, zonisamide, Zonisamide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N05AX11, zotepine, The metabolism of Zotepine can be decreased when combined with Caffeine.]
[S01AA17, erythromycin, The metabolism of Caffeine can be decreased when combined with Erythromycin.]
[N05CD04, estazolam, The therapeutic efficacy of Estazolam can be decreased when used in combination with Caffeine.]
[H05BX01, cinacalcet, The metabolism of Cinacalcet can be decreased when combined with Caffeine.]
[G03CA03, estradiol, The metabolism of Estradiol can be decreased when combined with Caffeine.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Caffeine.]
[J04AK02, ethambutol, The metabolism of Caffeine can be decreased when combined with Ethambutol.]
[C01CA15, gepefrine, The risk or severity of adverse effects can be increased when Gepefrine is combined with Caffeine.]
