[L02BA01, tamoxifen, The serum concentration of Afatinib can be increased when it is combined with Tamoxifen.]
[R02AD04, dyclonine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Dyclonine.]
[J05AX29, fostemsavir, Afatinib may decrease the excretion rate of Fostemsavir which could result in a higher serum level.]
[L01FX15, belantamab mafodotin, The serum concentration of Belantamab mafodotin can be increased when it is combined with Afatinib.]
[L01EX23, pralsetinib, The serum concentration of Pralsetinib can be increased when it is combined with Afatinib.]
[B06AC06, berotralstat, The serum concentration of Berotralstat can be increased when it is combined with Afatinib.]
[A16AX20, lonafarnib, The serum concentration of Afatinib can be increased when it is combined with Lonafarnib.]
[L02BX04, relugolix, The serum concentration of Relugolix can be increased when it is combined with Afatinib.]
[L04AD03, voclosporin, The serum concentration of Afatinib can be increased when it is combined with Voclosporin.]
[L01EX21, tepotinib, The serum concentration of Tepotinib can be increased when it is combined with Afatinib.]
[L01EX25, umbralisib, The serum concentration of Afatinib can be increased when it is combined with Umbralisib.]
[V03AF12, trilaciclib, Afatinib may decrease the excretion rate of Trilaciclib which could result in a higher serum level.]
[L01EK03, tivozanib, Tivozanib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[G03GA06, follitropin beta, The therapeutic efficacy of Follitropin can be decreased when used in combination with Afatinib.]
[L01FX22, loncastuximab tesirine, The serum concentration of Loncastuximab tesirine can be increased when it is combined with Afatinib.]
[L01XX73, sotorasib, The serum concentration of Afatinib can be increased when it is combined with Sotorasib.]
[L04AA48, belumosudil, The serum concentration of Afatinib can be increased when it is combined with Belumosudil.]
[V09GA01, technetium Tc 99m sestamibi, The serum concentration of Technetium Tc-99m sestamibi can be increased when it is combined with Afatinib.]
[N06AX25, St. John's wort extract, The serum concentration of Afatinib can be decreased when it is combined with St. John's Wort.]
[L01EA06, asciminib, The serum concentration of Afatinib can be increased when it is combined with Asciminib.]
[J05AX10, maribavir, The serum concentration of Afatinib can be increased when it is combined with Maribavir.]
[D11AH08, abrocitinib, The serum concentration of Afatinib can be increased when it is combined with Abrocitinib.]
[J04BA01, clofazimine, The serum concentration of Afatinib can be increased when it is combined with Clofazimine.]
[B06AX04, mitapivat, The serum concentration of Afatinib can be increased when it is combined with Mitapivat.]
[N01BB10, levobupivacaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Levobupivacaine.]
[L01EJ03, pacritinib, The serum concentration of Afatinib can be increased when it is combined with Pacritinib.]
[G03GB02, clomiphene, The serum concentration of Clomifene can be increased when it is combined with Afatinib.]
[J02AC06, oteseconazole, The serum concentration of Afatinib can be increased when it is combined with Oteseconazole.]
[L01EN04, futibatinib, The serum concentration of Futibatinib can be increased when it is combined with Afatinib.]
[A10BK06, sotagliflozin, The serum concentration of Afatinib can be increased when it is combined with Sotagliflozin.]
[S02DA02, cocaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Cocaine.]
[M04AC01, colchicine, The serum concentration of Colchicine can be increased when it is combined with Afatinib.]
[L04AA13, leflunomide, Afatinib may decrease the excretion rate of Leflunomide which could result in a higher serum level.]
[J02AC02, itraconazole, The serum concentration of Afatinib can be increased when it is combined with Itraconazole.]
[L01EA01, imatinib, Imatinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[J02AC04, posaconazole, The serum concentration of Posaconazole can be increased when it is combined with Afatinib.]
[B03XA02, darbepoetin alfa, The risk or severity of Thrombosis can be increased when Darbepoetin alfa is combined with Afatinib.]
[J05AF07, tenofovir disoproxil, The serum concentration of Tenofovir disoproxil can be increased when it is combined with Afatinib.]
[S01XA18, cyclosporine, The serum concentration of Afatinib can be increased when it is combined with Cyclosporine.]
[C10AA07, rosuvastatin, Afatinib may decrease the excretion rate of Rosuvastatin which could result in a higher serum level.]
[C03XA02, conivaptan, The serum concentration of Afatinib can be increased when it is combined with Conivaptan.]
[G04BE09, vardenafil, The serum concentration of Afatinib can be increased when it is combined with Vardenafil.]
[L01DA01, dactinomycin, The serum concentration of Dactinomycin can be increased when it is combined with Afatinib.]
[L01DB02, daunorubicin, Afatinib may decrease the excretion rate of Daunorubicin which could result in a higher serum level.]
[L01XA03, oxaliplatin, Afatinib may decrease the excretion rate of Oxaliplatin which could result in a higher serum level.]
[S03BA01, dexamethasone, Dexamethasone may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01EB01, gefitinib, Gefitinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[H05AA02, teriparatide, The therapeutic efficacy of Teriparatide can be decreased when used in combination with Afatinib.]
[R02AA19, phenol, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Phenol.]
[S02DA04, dibucaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Cinchocaine.]
[L01DC04, ixabepilone, The serum concentration of Afatinib can be increased when it is combined with Ixabepilone.]
[L01EB02, erlotinib, Erlotinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L02AA01, diethylstilbestrol, Diethylstilbestrol may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[C01AA04, digitoxin, The serum concentration of Digitoxin can be increased when it is combined with Afatinib.]
[C01AA05, digoxin, Afatinib may decrease the excretion rate of Digoxin which could result in a higher serum level.]
[C10AX09, ezetimibe, Afatinib may decrease the excretion rate of Ezetimibe which could result in a higher serum level.]
[H03BC01, potassium perchlorate, The therapeutic efficacy of Potassium perchlorate can be decreased when used in combination with Afatinib.]
[D04AB07, pramoxine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Pramocaine.]
[C05CA03, diosmin, The serum concentration of Afatinib can be increased when it is combined with Diosmin.]
[S01HA04, proparacaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Proparacaine.]
[R06AA02, diphenhydramine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Diphenhydramine.]
[S01XA23, sirolimus, The serum concentration of Sirolimus can be increased when it is combined with Afatinib.]
[S02AA12, rifamycin SV, The serum concentration of Afatinib can be increased when it is combined with Rifamycin.]
[D06AX11, rifaximin, The serum concentration of Rifaximin can be increased when it is combined with Afatinib.]
[N07XX02, riluzole, Afatinib may decrease the excretion rate of Riluzole which could result in a higher serum level.]
[N01BB09, ropivacaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Ropivacaine.]
[L01EX01, sunitinib, Sunitinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[C03XA01, tolvaptan, The serum concentration of Tolvaptan can be increased when it is combined with Afatinib.]
[L01XG01, bortezomib, The serum concentration of Bortezomib can be increased when it is combined with Afatinib.]
[C02KX02, ambrisentan, The serum concentration of Ambrisentan can be increased when it is combined with Afatinib.]
[C01EB18, ranolazine, The serum concentration of Ranolazine can be increased when it is combined with Afatinib.]
[H05BA01, salmon calcitonin, The therapeutic efficacy of Salmon calcitonin can be decreased when used in combination with Afatinib.]
[L01DB01, doxorubicin, The serum concentration of Doxorubicin can be increased when it is combined with Afatinib.]
[C10AA01, simvastatin, The serum concentration of Afatinib can be increased when it is combined with Simvastatin.]
[N02CC01, sumatriptan, Afatinib may decrease the excretion rate of Sumatriptan which could result in a higher serum level.]
[C07AB13, talinolol, The serum concentration of Talinolol can be increased when it is combined with Afatinib.]
[L02BA02, toremifene, The serum concentration of Afatinib can be increased when it is combined with Toremifene.]
[G03GA05, follitropin alfa, The therapeutic efficacy of Follitropin can be decreased when used in combination with Afatinib.]
[N06AX16, venlafaxine, Venlafaxine may increase the excretion rate of Afatinib which could result in a lower serum level and potentially a reduction in efficacy.]
[N03AX15, zonisamide, The serum concentration of Afatinib can be increased when it is combined with Zonisamide.]
[S01AA17, erythromycin, The serum concentration of Afatinib can be increased when it is combined with Erythromycin.]
[A02BC02, pantoprazole, Pantoprazole may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[G03CA03, estradiol, Estradiol may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Afatinib may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[N01BX01, ethyl chloride, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Ethyl chloride.]
[M01AC06, meloxicam, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Meloxicam.]
[N01BB07, etidocaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Etidocaine.]
[L01CB01, etoposide, The serum concentration of Etoposide can be increased when it is combined with Afatinib.]
[L04AD02, tacrolimus, The serum concentration of Afatinib can be increased when it is combined with Tacrolimus.]
[C10AA03, pravastatin, Pravastatin may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01BB06, clofarabine, Afatinib may decrease the excretion rate of Clofarabine which could result in a higher serum level.]
[L04AA40, cladribine, Afatinib may decrease the excretion rate of Cladribine which could result in a higher serum level.]
[J02AC01, fluconazole, The serum concentration of Afatinib can be increased when it is combined with Fluconazole.]
[L01BC02, fluorouracil, Afatinib may decrease the excretion rate of Fluorouracil which could result in a higher serum level.]
[V04CX02, folic acid, Afatinib may decrease the excretion rate of Folic acid which could result in a higher serum level.]
[J05AE10, darunavir, The serum concentration of Darunavir can be increased when it is combined with Afatinib.]
[L01EA02, dasatinib, The serum concentration of Dasatinib can be increased when it is combined with Afatinib.]
[N04BC06, cabergoline, The serum concentration of Cabergoline can be increased when it is combined with Afatinib.]
[L01EH01, lapatinib, The serum concentration of Afatinib can be increased when it is combined with Lapatinib.]
[A10BB01, glyburide, Afatinib may decrease the excretion rate of Glyburide which could result in a higher serum level.]
[H01AB01, thyrotropin alfa, The therapeutic efficacy of Thyrotropin alfa can be decreased when used in combination with Afatinib.]
[L01EX02, sorafenib, The serum concentration of Afatinib can be increased when it is combined with Sorafenib.]
[L01CE02, irinotecan, Afatinib may decrease the excretion rate of Irinotecan which could result in a higher serum level.]
[M04AA01, allopurinol, Afatinib may decrease the excretion rate of Allopurinol which could result in a higher serum level.]
[N06AA02, imipramine, The serum concentration of Imipramine can be increased when it is combined with Afatinib.]
[L01CE01, topotecan, The serum concentration of Topotecan can be increased when it is combined with Afatinib.]
[N01BB08, articaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Articaine.]
[A10BH01, sitagliptin, The serum concentration of Sitagliptin can be increased when it is combined with Afatinib.]
[C10AA06, cerivastatin, Afatinib may decrease the excretion rate of Cerivastatin which could result in a higher serum level.]
[P02CF01, ivermectin, Afatinib may decrease the excretion rate of Ivermectin which could result in a higher serum level.]
[J02AB02, ketoconazole, The serum concentration of Afatinib can be increased when it is combined with Ketoconazole.]
[H02CA04, levoketoconazole, The serum concentration of Afatinib can be increased when it is combined with Levoketoconazole.]
[S02DA01, lidocaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Lidocaine.]
[A07DA03, loperamide, The excretion of Loperamide can be decreased when combined with Afatinib.]
[N05AH01, loxapine, The serum concentration of Afatinib can be increased when it is combined with Loxapine.]
[L01EG01, temsirolimus, The serum concentration of Afatinib can be increased when it is combined with Temsirolimus.]
[L01BA05, pralatrexate, Afatinib may decrease the excretion rate of Pralatrexate which could result in a higher serum level.]
[L01EA03, nilotinib, The serum concentration of Afatinib can be increased when it is combined with Nilotinib.]
[V04CX04, mannitol, The serum concentration of Mannitol can be increased when it is combined with Afatinib.]
[C01AA08, medigoxin, Afatinib may decrease the excretion rate of Metildigoxin which could result in a higher serum level.]
[P01BC02, mefloquine, The serum concentration of Afatinib can be increased when it is combined with Mefloquine.]
[N01BB03, mepivacaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Mepivacaine.]
[N05AX13, paliperidone, The serum concentration of Afatinib can be increased when it is combined with Paliperidone.]
[J05AF05, lamivudine, Afatinib may decrease the excretion rate of Lamivudine which could result in a higher serum level.]
[H03BB02, methimazole, The therapeutic efficacy of Methimazole can be decreased when used in combination with Afatinib.]
[L04AX03, methotrexate, Afatinib may decrease the excretion rate of Methotrexate which could result in a higher serum level.]
[V04CG05, methylene blue, The serum concentration of Afatinib can be increased when it is combined with Methylene blue.]
[G03XB01, mifepristone, The serum concentration of Afatinib can be increased when it is combined with Mifepristone.]
[L01DB07, mitoxantrone, Afatinib may decrease the excretion rate of Mitoxantrone which could result in a higher serum level.]
[C01BD01, amiodarone, The serum concentration of Afatinib can be increased when it is combined with Amiodarone.]
[N02AA01, morphine, The serum concentration of Morphine can be increased when it is combined with Afatinib.]
[B02BX05, eltrombopag, Eltrombopag may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01EX03, pazopanib, The serum concentration of Pazopanib can be increased when it is combined with Afatinib.]
[G04CA04, silodosin, The excretion of Silodosin can be decreased when combined with Afatinib.]
[G03XC01, raloxifene, Afatinib may decrease the excretion rate of Raloxifene which could result in a higher serum level.]
[B03XA03, methoxy polyethylene glycol-epoetin beta, The risk or severity of Thrombosis can be increased when Methoxy polyethylene glycol-epoetin beta is combined with Afatinib.]
[C09CA07, telmisartan, Telmisartan may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[M04AA03, febuxostat, The excretion of Afatinib can be decreased when combined with Febuxostat.]
[J01XE01, nitrofurantoin, Afatinib may decrease the excretion rate of Nitrofurantoin which could result in a higher serum level.]
[N06AA10, nortriptyline, The serum concentration of Nortriptyline can be increased when it is combined with Afatinib.]
