[S02DA03, antipyrine, The risk or severity of bleeding can be increased when Antipyrine is combined with Sulfinpyrazone.]
[J01FA08, troleandomycin, The metabolism of Sulfinpyrazone can be decreased when combined with Troleandomycin.]
[R03DX07, roflumilast, The metabolism of Roflumilast can be increased when combined with Sulfinpyrazone.]
[L01EX04, vandetanib, The metabolism of Vandetanib can be increased when combined with Sulfinpyrazone.]
[A10BH05, linagliptin, The metabolism of Sulfinpyrazone can be decreased when combined with Linagliptin.]
[J05AP03, boceprevir, The metabolism of Sulfinpyrazone can be decreased when combined with Boceprevir.]
[J05AP02, telaprevir, The metabolism of Sulfinpyrazone can be decreased when combined with Telaprevir.]
[J05AG05, rilpivirine, The serum concentration of Rilpivirine can be decreased when it is combined with Sulfinpyrazone.]
[B01AD04, urokinase, Sulfinpyrazone may increase the anticoagulant activities of Urokinase.]
[B01AF01, rivaroxaban, Sulfinpyrazone may increase the anticoagulant activities of Rivaroxaban.]
[B01AC24, ticagrelor, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Ticagrelor.]
[C08DA01, verapamil, The metabolism of Sulfinpyrazone can be decreased when combined with Verapamil.]
[N06AX09, viloxazine, The metabolism of Sulfinpyrazone can be decreased when combined with Viloxazine.]
[L01CA01, vinblastine, The metabolism of Vinblastine can be increased when combined with Sulfinpyrazone.]
[L01CA02, vincristine, The metabolism of Vincristine can be increased when combined with Sulfinpyrazone.]
[L01CA03, vindesine, The metabolism of Vindesine can be increased when combined with Sulfinpyrazone.]
[A11HA03, vitamin E, Vitamin E may increase the antiplatelet activities of Sulfinpyrazone.]
[B01AA03, warfarin, The metabolism of Warfarin can be increased when combined with Sulfinpyrazone.]
[S01AA13, fusidic acid, Fusidic acid may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[J05AF01, zidovudine, The metabolism of Zidovudine can be decreased when combined with Sulfinpyrazone.]
[N05AF05, zuclopenthixol, The metabolism of Zuclopenthixol can be increased when combined with Sulfinpyrazone.]
[J05AE02, indinavir, The metabolism of Sulfinpyrazone can be decreased when combined with Indinavir.]
[L01EC01, vemurafenib, The metabolism of Vemurafenib can be increased when combined with Sulfinpyrazone.]
[L01FX05, brentuximab vedotin, The metabolism of Brentuximab vedotin can be increased when combined with Sulfinpyrazone.]
[L01ED01, crizotinib, The metabolism of Crizotinib can be increased when combined with Sulfinpyrazone.]
[B01AE01, desirudin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Lepirudin.]
[R03DC01, zafirlukast, The metabolism of Zafirlukast can be decreased when combined with Sulfinpyrazone.]
[N05AE04, ziprasidone, The metabolism of Sulfinpyrazone can be decreased when combined with Ziprasidone.]
[G03AC10, drospirenone, The metabolism of Drospirenone can be increased when combined with Sulfinpyrazone.]
[L04AA34, alemtuzumab, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Alemtuzumab.]
[N02BA01, aspirin, Acetylsalicylic acid may increase the antiplatelet activities of Sulfinpyrazone.]
[L01EJ01, ruxolitinib, The metabolism of Ruxolitinib can be increased when combined with Sulfinpyrazone.]
[G04BD07, tolterodine, The metabolism of Tolterodine can be decreased when combined with Sulfinpyrazone.]
[C07AB03, atenolol, Atenolol may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L03AB11, peginterferon alfa-2a, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Peginterferon alfa-2a.]
[L01FA01, rituximab, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Rituximab.]
[J02AC03, voriconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Voriconazole.]
[S01FA01, atropine, Atropine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L01XJ01, vismodegib, The metabolism of Vismodegib can be decreased when combined with Sulfinpyrazone.]
[L01EK01, axitinib, The metabolism of Axitinib can be increased when combined with Sulfinpyrazone.]
[L01BC07, azacitidine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Azacitidine.]
[L01BC05, gemcitabine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Gemcitabine.]
[G04BE10, avanafil, The serum concentration of Avanafil can be increased when it is combined with Sulfinpyrazone.]
[L01FX02, gemtuzumab ozogamicin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Gemtuzumab ozogamicin.]
[L01XG02, carfilzomib, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Carfilzomib.]
[V03AX03, cobicistat, The metabolism of Sulfinpyrazone can be decreased when combined with Cobicistat.]
[J05AJ02, elvitegravir, The metabolism of Sulfinpyrazone can be decreased when combined with Elvitegravir.]
[L02BB04, enzalutamide, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Enzalutamide.]
[L01EA04, bosutinib, The metabolism of Bosutinib can be increased when combined with Sulfinpyrazone.]
[B01AX01, defibrotide, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Defibrotide.]
[L01EX05, regorafenib, The metabolism of Regorafenib can be increased when combined with Sulfinpyrazone.]
[J05AE04, nelfinavir, The metabolism of Sulfinpyrazone can be decreased when combined with Nelfinavir.]
[L01AA09, bendamustine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Bendamustine.]
[N04BD02, rasagiline, The risk or severity of bleeding and hemorrhage can be increased when Rasagiline is combined with Sulfinpyrazone.]
[N06DA02, donepezil, The metabolism of Donepezil can be decreased when combined with Sulfinpyrazone.]
[N03AX22, perampanel, The metabolism of Perampanel can be increased when combined with Sulfinpyrazone.]
[L04AA29, tofacitinib, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Tofacitinib.]
[L01EX07, cabozantinib, The metabolism of Cabozantinib can be decreased when combined with Sulfinpyrazone.]
[G04BE03, sildenafil, The metabolism of Sildenafil can be decreased when combined with Sulfinpyrazone.]
[L01EA05, ponatinib, The metabolism of Ponatinib can be increased when combined with Sulfinpyrazone.]
[B01AF02, apixaban, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Apixaban.]
[C10AX12, lomitapide, The metabolism of Lomitapide can be increased when combined with Sulfinpyrazone.]
[C03AA01, bendroflumethiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Bendroflumethiazide.]
[L04AX06, pomalidomide, The metabolism of Pomalidomide can be increased when combined with Sulfinpyrazone.]
[G03XC05, ospemifene, The metabolism of Ospemifene can be decreased when combined with Sulfinpyrazone.]
[N02BA10, benorilate, The risk or severity of bleeding can be increased when Benorilate is combined with Sulfinpyrazone.]
[M04AB03, benzbromarone, Sulfinpyrazone may decrease the excretion rate of Benzbromarone which could result in a higher serum level.]
[M01AH01, celecoxib, The risk or severity of bleeding can be increased when Celecoxib is combined with Sulfinpyrazone.]
[L04AA18, everolimus, The metabolism of Everolimus can be increased when combined with Sulfinpyrazone.]
[L01EC02, dabrafenib, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Dabrafenib.]
[R02AX03, benzydamine, The risk or severity of bleeding can be increased when Benzydamine is combined with Sulfinpyrazone.]
[N06AX28, levomilnacipran, The metabolism of Levomilnacipran can be increased when combined with Sulfinpyrazone.]
[A05AA03, cholic acid, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Cholic Acid.]
[L01EL01, ibrutinib, The risk or severity of adverse effects can be increased when Ibrutinib is combined with Sulfinpyrazone.]
[N06AX26, vortioxetine, The risk or severity of bleeding can be increased when Vortioxetine is combined with Sulfinpyrazone.]
[G03AC08, etonogestrel, The metabolism of Etonogestrel can be increased when combined with Sulfinpyrazone.]
[J05AP05, simeprevir, Simeprevir may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[A10BK01, dapagliflozin, The metabolism of Dapagliflozin can be decreased when combined with Sulfinpyrazone.]
[N05CH03, tasimelteon, The metabolism of Tasimelteon can be increased when combined with Sulfinpyrazone.]
[A16AA07, metreleptin, The metabolism of Sulfinpyrazone can be increased when combined with Metreleptin.]
[B01AE03, argatroban, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Argatroban.]
[L01ED02, ceritinib, The metabolism of Ceritinib can be increased when combined with Sulfinpyrazone.]
[B01AC26, vorapaxar, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Vorapaxar.]
[B01AA07, acenocoumarol, The metabolism of Acenocoumarol can be increased when combined with Sulfinpyrazone.]
[L01XH04, belinostat, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Belinostat.]
[L01EM01, idelalisib, The metabolism of Idelalisib can be increased when combined with Sulfinpyrazone.]
[R03AC19, olodaterol, The metabolism of Olodaterol can be decreased when combined with Sulfinpyrazone.]
[L03AB13, peginterferon beta-1a, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Peginterferon beta-1a.]
[N05CM19, suvorexant, The metabolism of Suvorexant can be increased when combined with Sulfinpyrazone.]
[L01BC08, decitabine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Decitabine.]
[L04AX05, pirfenidone, The metabolism of Pirfenidone can be decreased when combined with Sulfinpyrazone.]
[L01EX09, nintedanib, The metabolism of Nintedanib can be increased when combined with Sulfinpyrazone.]
[L01FX07, blinatumomab, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Blinatumomab.]
[L01XK01, olaparib, The metabolism of Olaparib can be increased when combined with Sulfinpyrazone.]
[B01AA01, dicumarol, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dicoumarol.]
[B01AF03, edoxaban, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Edoxaban.]
[L01EF01, palbociclib, The metabolism of Palbociclib can be increased when combined with Sulfinpyrazone.]
[L01EX08, lenvatinib, Lenvatinib may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L01XH03, panobinostat, The metabolism of Panobinostat can be increased when combined with Sulfinpyrazone.]
[B01AA11, tioclomarol, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Tioclomarol.]
[J05AP06, asunaprevir, The metabolism of Asunaprevir can be decreased when combined with Sulfinpyrazone.]
[B01AC25, cangrelor, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Cangrelor.]
[L01XJ02, sonidegib, The metabolism of Sonidegib can be increased when combined with Sulfinpyrazone.]
[M02AA25, aceclofenac, The risk or severity of bleeding can be increased when Aceclofenac is combined with Sulfinpyrazone.]
[M01AB11, acemetacin, Sulfinpyrazone may decrease the excretion rate of Acemetacin which could result in a higher serum level.]
[A02BC03, lansoprazole, The metabolism of Lansoprazole can be decreased when combined with Sulfinpyrazone.]
[L01CX01, trabectedin, The metabolism of Trabectedin can be increased when combined with Sulfinpyrazone.]
[J02AC05, isavuconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Isavuconazole.]
[L01EB04, osimertinib, The metabolism of Osimertinib can be increased when combined with Sulfinpyrazone.]
[J05AF13, tenofovir alafenamide, The metabolism of Tenofovir alafenamide can be increased when combined with Sulfinpyrazone.]
[L01EE02, cobimetinib, The metabolism of Cobimetinib can be increased when combined with Sulfinpyrazone.]
[L01XG03, ixazomib, The metabolism of Ixazomib can be increased when combined with Sulfinpyrazone.]
[L01ED03, alectinib, The metabolism of Alectinib can be increased when combined with Sulfinpyrazone.]
[A10BB31, acetohexamide, The metabolism of Acetohexamide can be decreased when combined with Sulfinpyrazone.]
[M04AB05, lesinurad, The metabolism of Lesinurad can be decreased when combined with Sulfinpyrazone.]
[M01AE16, alminoprofen, The risk or severity of bleeding can be increased when Alminoprofen is combined with Sulfinpyrazone.]
[N02BA02, aloxiprin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Aloxiprin.]
[N03AX23, brivaracetam, The metabolism of Brivaracetam can be decreased when combined with Sulfinpyrazone.]
[L01XX52, venetoclax, The metabolism of Venetoclax can be increased when combined with Sulfinpyrazone.]
[C08CA01, amlodipine, The metabolism of Amlodipine can be increased when combined with Sulfinpyrazone.]
[N05AX17, pimavanserin, The metabolism of Pimavanserin can be increased when combined with Sulfinpyrazone.]
[A05AA04, obeticholic acid, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Obeticholic acid.]
[N07BC01, buprenorphine, The metabolism of Buprenorphine can be decreased when combined with Sulfinpyrazone.]
[L01AB01, busulfan, The metabolism of Busulfan can be increased when combined with Sulfinpyrazone.]
[L01XX27, arsenic trioxide, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Arsenic trioxide.]
[P01BE02, artemether, The metabolism of Artemether can be decreased when combined with Sulfinpyrazone.]
[S01GX07, azelastine, The metabolism of Azelastine can be decreased when combined with Sulfinpyrazone.]
[S01AA26, azithromycin, The metabolism of Azithromycin can be increased when combined with Sulfinpyrazone.]
[L01EF02, ribociclib, The metabolism of Sulfinpyrazone can be decreased when combined with Ribociclib.]
[A07EC04, balsalazide, The risk or severity of bleeding can be increased when Balsalazide is combined with Sulfinpyrazone.]
[J01XX08, linezolid, The risk or severity of bleeding and hemorrhage can be increased when Linezolid is combined with Sulfinpyrazone.]
[J05AE09, tipranavir, Tipranavir may increase the antiplatelet activities of Sulfinpyrazone.]
[L01EX10, midostaurin, The metabolism of Sulfinpyrazone can be decreased when combined with Midostaurin.]
[L01ED04, brigatinib, The metabolism of Brigatinib can be increased when combined with Sulfinpyrazone.]
[N04BD03, safinamide, The risk or severity of bleeding and hemorrhage can be increased when Safinamide is combined with Sulfinpyrazone.]
[B01AF04, betrixaban, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Betrixaban.]
[L01BC06, capecitabine, The metabolism of Capecitabine can be decreased when combined with Sulfinpyrazone.]
[L01XX59, enasidenib, The metabolism of Enasidenib can be increased when combined with Sulfinpyrazone.]
[L01EH02, neratinib, The metabolism of Neratinib can be increased when combined with Sulfinpyrazone.]
[L01XH01, vorinostat, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Vorinostat.]
[L01EM02, copanlisib, The metabolism of Copanlisib can be increased when combined with Sulfinpyrazone.]
[L01EF03, abemaciclib, The metabolism of Abemaciclib can be increased when combined with Sulfinpyrazone.]
[J05AG03, efavirenz, The metabolism of Sulfinpyrazone can be decreased when combined with Efavirenz.]
[L01BA03, raltitrexed, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Raltitrexed.]
[R03BA02, budesonide, Sulfinpyrazone may decrease the excretion rate of Budesonide which could result in a higher serum level.]
[C04AX20, buflomedil, Sulfinpyrazone may increase the antiplatelet activities of Buflomedil.]
[M01AB07, bumadizone, The risk or severity of bleeding can be increased when Bumadizone is combined with Sulfinpyrazone.]
[L01EL02, acalabrutinib, The metabolism of Acalabrutinib can be increased when combined with Sulfinpyrazone.]
[J05AX18, letermovir, Letermovir may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L02BB05, apalutamide, The metabolism of Sulfinpyrazone can be increased when combined with Apalutamide.]
[N03AF01, carbamazepine, The metabolism of Carbamazepine can be increased when combined with Sulfinpyrazone.]
[L03AB06, interferon alfa-n1, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Interferon alfa-n1.]
[C07AG02, carvedilol, The metabolism of Carvedilol can be decreased when combined with Sulfinpyrazone.]
[N03AX24, cannabidiol, The metabolism of Cannabidiol can be decreased when combined with Sulfinpyrazone.]
[L01XX62, ivosidenib, The metabolism of Sulfinpyrazone can be increased when combined with Ivosidenib.]
[N03AX17, stiripentol, The metabolism of Sulfinpyrazone can be decreased when combined with Stiripentol.]
[L01EM04, duvelisib, The metabolism of Duvelisib can be increased when combined with Sulfinpyrazone.]
[L01EB07, dacomitinib, The metabolism of Dacomitinib can be increased when combined with Sulfinpyrazone.]
[A10BB06, carbutamide, The metabolism of Carbutamide can be decreased when combined with Sulfinpyrazone.]
[M01AC05, lornoxicam, The risk or severity of bleeding can be increased when Lornoxicam is combined with Sulfinpyrazone.]
[L01AD01, carmustine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Carmustine.]
[L01EX13, gilteritinib, The metabolism of Gilteritinib can be increased when combined with Sulfinpyrazone.]
[B01AX07, caplacizumab, Sulfinpyrazone may increase the antiplatelet activities of Caplacizumab.]
[B01AC23, cilostazol, Sulfinpyrazone may increase the antiplatelet activities of Cilostazol.]
[P02BX04, triclabendazole, The metabolism of Triclabendazole can be decreased when combined with Sulfinpyrazone.]
[N06AX27, esketamine, The metabolism of Esketamine can be decreased when combined with Sulfinpyrazone.]
[L04AA42, siponimod, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Siponimod.]
[J01FA09, clarithromycin, The metabolism of Sulfinpyrazone can be decreased when combined with Clarithromycin.]
[L01EN01, erdafitinib, The metabolism of Erdafitinib can be increased when combined with Sulfinpyrazone.]
[C09CA06, candesartan, The metabolism of Candesartan can be decreased when combined with Sulfinpyrazone.]
[L01EM03, alpelisib, The metabolism of Alpelisib can be increased when combined with Sulfinpyrazone.]
[J01DC04, cefaclor, Cefaclor may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L01EX15, pexidartinib, The metabolism of Pexidartinib can be increased when combined with Sulfinpyrazone.]
[L01EX14, entrectinib, The metabolism of Entrectinib can be increased when combined with Sulfinpyrazone.]
[N07XX11, pitolisant, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Pitolisant.]
[J04AK08, pretomanid, The metabolism of Pretomanid can be increased when combined with Sulfinpyrazone.]
[J01XX12, lefamulin, The metabolism of Lefamulin can be increased when combined with Sulfinpyrazone.]
[N04CX01, istradefylline, The metabolism of Istradefylline can be decreased when combined with Sulfinpyrazone.]
[C03AA09, cyclothiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Cyclothiazide.]
[J01DB01, cephalexin, The metabolism of Cephalexin can be increased when combined with Sulfinpyrazone.]
[G03DB05, demegestone, The metabolism of Demegestone can be increased when combined with Sulfinpyrazone.]
[L01FD03, ado-trastuzumab emtansine, The metabolism of Trastuzumab emtansine can be increased when combined with Sulfinpyrazone.]
[L01EL03, zanubrutinib, The metabolism of Zanubrutinib can be increased when combined with Sulfinpyrazone.]
[G03AC09, desogestrel, The metabolism of Desogestrel can be decreased when combined with Sulfinpyrazone.]
[B06AX03, voxelotor, The metabolism of Voxelotor can be decreased when combined with Sulfinpyrazone.]
[N03AX25, cenobamate, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Cenobamate.]
[L01EX18, avapritinib, The metabolism of Avapritinib can be decreased when combined with Sulfinpyrazone.]
[N05CM21, lemborexant, The serum concentration of Lemborexant can be decreased when it is combined with Sulfinpyrazone.]
[L01XX72, tazemetostat, The metabolism of Tazemetostat can be increased when combined with Sulfinpyrazone.]
[N05AD10, lumateperone, The serum concentration of Lumateperone can be decreased when it is combined with Sulfinpyrazone.]
[N02CD06, rimegepant, The metabolism of Rimegepant can be increased when combined with Sulfinpyrazone.]
[J05AE05, amprenavir, The metabolism of Sulfinpyrazone can be decreased when combined with Amprenavir.]
[L01EE04, selumetinib, The metabolism of Selumetinib can be decreased when combined with Sulfinpyrazone.]
[G03DB08, dienogest, The metabolism of Dienogest can be increased when combined with Sulfinpyrazone.]
[N02CC06, eletriptan, The metabolism of Eletriptan can be decreased when combined with Sulfinpyrazone.]
[M01AH02, rofecoxib, The risk or severity of bleeding can be increased when Rofecoxib is combined with Sulfinpyrazone.]
[L01XF03, bexarotene, The metabolism of Bexarotene can be decreased when combined with Sulfinpyrazone.]
[C01BD07, dronedarone, The metabolism of Dronedarone can be increased when combined with Sulfinpyrazone.]
[L01AA02, chlorambucil, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Chlorambucil.]
[S03AA08, chloramphenicol, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Chloramphenicol.]
[L01EH03, tucatinib, The metabolism of Tucatinib can be decreased when combined with Sulfinpyrazone.]
[L01EX17, capmatinib, The serum concentration of Capmatinib can be decreased when it is combined with Sulfinpyrazone.]
[M01AC04, droxicam, The risk or severity of bleeding can be increased when Droxicam is combined with Sulfinpyrazone.]
[L01EX22, selpercatinib, The serum concentration of Selpercatinib can be decreased when it is combined with Sulfinpyrazone.]
[B01AE02, lepirudin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Lepirudin.]
[M02AA27, dexketoprofen, The risk or severity of bleeding can be increased when Dexketoprofen is combined with Sulfinpyrazone.]
[R06AX22, ebastine, The metabolism of Ebastine can be increased when combined with Sulfinpyrazone.]
[P01BB01, proguanil, The metabolism of Proguanil can be decreased when combined with Sulfinpyrazone.]
[L01FX15, belantamab mafodotin, Sulfinpyrazone may decrease the excretion rate of Belantamab mafodotin which could result in a higher serum level.]
[L04AC19, satralizumab, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Satralizumab.]
[N02AX07, oliceridine, The serum concentration of Oliceridine can be decreased when it is combined with Sulfinpyrazone.]
[L01EX23, pralsetinib, Pralsetinib may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[C03AA04, chlorothiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Chlorothiazide.]
[N05AA01, chlorpromazine, Chlorpromazine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[A10BB02, chlorpropamide, The metabolism of Chlorpropamide can be decreased when combined with Sulfinpyrazone.]
[N02BA07, ethenzamide, The risk or severity of bleeding can be increased when Ethenzamide is combined with Sulfinpyrazone.]
[N02BA03, choline salicylate, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Choline salicylate.]
[G03DC06, ethynodiol, The metabolism of Etynodiol can be increased when combined with Sulfinpyrazone.]
[M01AB08, etodolac, The risk or severity of bleeding can be increased when Etodolac is combined with Sulfinpyrazone.]
[M02AA06, etofenamate, The risk or severity of bleeding can be increased when Etofenamate is combined with Sulfinpyrazone.]
[B06AC06, berotralstat, The metabolism of Sulfinpyrazone can be decreased when combined with Berotralstat.]
[A16AX20, lonafarnib, The metabolism of Sulfinpyrazone can be decreased when combined with Lonafarnib.]
[L01BB05, fludarabine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Fludarabine.]
[P03AX07, abametapir, The serum concentration of Sulfinpyrazone can be increased when it is combined with Abametapir.]
[M01AE05, fenbufen, The risk or severity of bleeding can be increased when Fenbufen is combined with Sulfinpyrazone.]
[S01JA01, fluorescein, Fluorescein may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[R03CC15, formoterol, The metabolism of Formoterol can be decreased when combined with Sulfinpyrazone.]
[L01EK03, tivozanib, The metabolism of Tivozanib can be increased when combined with Sulfinpyrazone.]
[L03AB10, peginterferon alfa-2b, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Peginterferon alfa-2b.]
[A02BA01, cimetidine, Cimetidine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[N07CA02, cinnarizine, The metabolism of Cinnarizine can be decreased when combined with Sulfinpyrazone.]
[L01XX73, sotorasib, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Sotorasib.]
[L01EN03, infigratinib, The metabolism of Infigratinib can be increased when combined with Sulfinpyrazone.]
[S03AA07, ciprofloxacin, The metabolism of Sulfinpyrazone can be decreased when combined with Ciprofloxacin.]
[L01XA01, cisplatin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Cisplatin.]
[N06AB04, citalopram, The risk or severity of hemorrhage can be increased when Citalopram is combined with Sulfinpyrazone.]
[M01AG01, mefenamic acid, The risk or severity of bleeding can be increased when Mefenamic acid is combined with Sulfinpyrazone.]
[A10BB12, glimepiride, The metabolism of Glimepiride can be decreased when combined with Sulfinpyrazone.]
[A10BB08, gliquidone, The metabolism of Gliquidone can be decreased when combined with Sulfinpyrazone.]
[J01FF01, clindamycin, The metabolism of Clindamycin can be increased when combined with Sulfinpyrazone.]
[N06AX25, St. John's wort extract, The metabolism of Sulfinpyrazone can be increased when combined with St. John's Wort.]
[L03AB15, ropeginterferon alfa-2b, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Ropeginterferon alfa-2b.]
[D11AH08, abrocitinib, The risk or severity of bleeding and thrombocytopenia can be increased when Sulfinpyrazone is combined with Abrocitinib.]
[B01AD11, tenecteplase, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Tenecteplase.]
[N06AA04, clomipramine, The metabolism of Clomipramine can be increased when combined with Sulfinpyrazone.]
[N03AE01, clonazepam, The metabolism of Clonazepam can be increased when combined with Sulfinpyrazone.]
[S01EA04, clonidine, The metabolism of Clonidine can be increased when combined with Sulfinpyrazone.]
