[S02DA03, antipyrine, The metabolism of Antipyrine can be increased when combined with Siltuximab.]
[L01XJ01, vismodegib, The metabolism of Vismodegib can be increased when combined with Siltuximab.]
[L01EK01, axitinib, The metabolism of Axitinib can be increased when combined with Siltuximab.]
[R07AX02, ivacaftor, The metabolism of Ivacaftor can be increased when combined with Siltuximab.]
[H02AB11, prednylidene, The risk or severity of adverse effects can be increased when Siltuximab is combined with Prednylidene.]
[B03XA04, peginesatide, The risk or severity of Thrombosis can be increased when Peginesatide is combined with Siltuximab.]
[L01BC07, azacitidine, The risk or severity of adverse effects can be increased when Azacitidine is combined with Siltuximab.]
[L04AX01, azathioprine, The metabolism of Azathioprine can be increased when combined with Siltuximab.]
[L01BC05, gemcitabine, The risk or severity of adverse effects can be increased when Gemcitabine is combined with Siltuximab.]
[G04BE10, avanafil, The metabolism of Avanafil can be increased when combined with Siltuximab.]
[J07BK01, varicella-zoster virus vaccine live (Oka-Merck) strain, The risk or severity of infection can be increased when Varicella zoster vaccine (live/attenuated) is combined with Siltuximab.]
[L01FX02, gemtuzumab ozogamicin, The risk or severity of adverse effects can be increased when Gemtuzumab ozogamicin is combined with Siltuximab.]
[L01FD02, pertuzumab, The risk or severity of adverse effects can be increased when Pertuzumab is combined with Siltuximab.]
[A08AA11, lorcaserin, The metabolism of Lorcaserin can be increased when combined with Siltuximab.]
[G04BD12, mirabegron, The metabolism of Mirabegron can be increased when combined with Siltuximab.]
[L01XG02, carfilzomib, The risk or severity of adverse effects can be increased when Carfilzomib is combined with Siltuximab.]
[V03AX03, cobicistat, The metabolism of Cobicistat can be increased when combined with Siltuximab.]
[L02BB04, enzalutamide, The serum concentration of Enzalutamide can be increased when it is combined with Siltuximab.]
[L01EA04, bosutinib, The metabolism of Bosutinib can be increased when combined with Siltuximab.]
[L04AA31, teriflunomide, The risk or severity of adverse effects can be increased when Teriflunomide is combined with Siltuximab.]
[L04AA22, abetimus, The risk or severity of adverse effects can be increased when Abetimus is combined with Siltuximab.]
[H02AA01, aldosterone, The risk or severity of adverse effects can be increased when Aldosterone is combined with Siltuximab.]
[L01EX05, regorafenib, The metabolism of Regorafenib can be increased when combined with Siltuximab.]
[N05CA04, barbital, The metabolism of Barbital can be increased when combined with Siltuximab.]
[L01AA09, bendamustine, The metabolism of Bendamustine can be increased when combined with Siltuximab.]
[N04BD02, rasagiline, The metabolism of Rasagiline can be increased when combined with Siltuximab.]
[C08CA13, lercanidipine, The metabolism of Lercanidipine can be increased when combined with Siltuximab.]
[N06DA02, donepezil, The metabolism of Donepezil can be increased when combined with Siltuximab.]
[N03AX22, perampanel, The metabolism of Perampanel can be increased when combined with Siltuximab.]
[L04AA29, tofacitinib, The metabolism of Tofacitinib can be decreased when combined with Siltuximab.]
[N02CC03, zolmitriptan, The metabolism of Zolmitriptan can be increased when combined with Siltuximab.]
[G04BD10, darifenacin, The metabolism of Darifenacin can be increased when combined with Siltuximab.]
[L01EX07, cabozantinib, The metabolism of Cabozantinib can be increased when combined with Siltuximab.]
[G04BE03, sildenafil, The metabolism of Sildenafil can be increased when combined with Siltuximab.]
[L01EA05, ponatinib, The metabolism of Ponatinib can be increased when combined with Siltuximab.]
[B01AF02, apixaban, The metabolism of Apixaban can be increased when combined with Siltuximab.]
[C10AX12, lomitapide, The metabolism of Lomitapide can be decreased when combined with Siltuximab.]
[J06BC02, raxibacumab, The risk or severity of adverse effects can be increased when Raxibacumab is combined with Siltuximab.]
[A10BH04, alogliptin, The metabolism of Alogliptin can be increased when combined with Siltuximab.]
[L04AX06, pomalidomide, The metabolism of Pomalidomide can be increased when combined with Siltuximab.]
[G03XC05, ospemifene, The metabolism of Ospemifene can be increased when combined with Siltuximab.]
[L04AX07, dimethyl fumarate, The risk or severity of adverse effects can be increased when Dimethyl fumarate is combined with Siltuximab.]
[A06AX06, tegaserod, The metabolism of Tegaserod can be increased when combined with Siltuximab.]
[R02AD01, benzocaine, The metabolism of Benzocaine can be increased when combined with Siltuximab.]
[M01AH01, celecoxib, The metabolism of Celecoxib can be increased when combined with Siltuximab.]
[L04AA18, everolimus, The metabolism of Everolimus can be increased when combined with Siltuximab.]
[N04AC01, benztropine, The metabolism of Benzatropine can be increased when combined with Siltuximab.]
[L01EC02, dabrafenib, The metabolism of Dabrafenib can be increased when combined with Siltuximab.]
[P03AX06, benzyl alcohol, The metabolism of Benzyl alcohol can be increased when combined with Siltuximab.]
[N06AX28, levomilnacipran, The metabolism of Levomilnacipran can be increased when combined with Siltuximab.]
[C08EA02, bepridil, The metabolism of Bepridil can be increased when combined with Siltuximab.]
[C02KX05, riociguat, The metabolism of Riociguat can be increased when combined with Siltuximab.]
[L01EL01, ibrutinib, The metabolism of Ibrutinib can be decreased when combined with Siltuximab.]
[N06AX26, vortioxetine, The metabolism of Vortioxetine can be increased when combined with Siltuximab.]
[G03AC08, etonogestrel, The metabolism of Etonogestrel can be increased when combined with Siltuximab.]
[A10BK01, dapagliflozin, The metabolism of Dapagliflozin can be increased when combined with Siltuximab.]
[C07AB04, acebutolol, The metabolism of Acebutolol can be increased when combined with Siltuximab.]
[N05CH03, tasimelteon, The metabolism of Tasimelteon can be increased when combined with Siltuximab.]
[L04AA32, apremilast, The metabolism of Apremilast can be increased when combined with Siltuximab.]
[S03BA03, betamethasone, The risk or severity of adverse effects can be increased when Betamethasone is combined with Siltuximab.]
[S01ED02, betaxolol, The metabolism of Betaxolol can be increased when combined with Siltuximab.]
[L04AA03, lymphocyte immune globulin, anti-thymocyte globulin, equine, The risk or severity of adverse effects can be increased when Siltuximab is combined with Antilymphocyte immunoglobulin (horse).]
[S01AA13, fusidic acid, The metabolism of Fusidic acid can be increased when combined with Siltuximab.]
[L01ED02, ceritinib, The metabolism of Ceritinib can be increased when combined with Siltuximab.]
[L01FG02, ramucirumab, The risk or severity of adverse effects can be increased when Ramucirumab is combined with Siltuximab.]
[B01AC26, vorapaxar, The metabolism of Vorapaxar can be increased when combined with Siltuximab.]
[L04AA33, vedolizumab, The risk or severity of adverse effects can be increased when Vedolizumab is combined with Siltuximab.]
[B01AA07, acenocoumarol, The metabolism of Acenocoumarol can be increased when combined with Siltuximab.]
[L01XH04, belinostat, The risk or severity of adverse effects can be increased when Belinostat is combined with Siltuximab.]
[L01EM01, idelalisib, The metabolism of Idelalisib can be increased when combined with Siltuximab.]
[R03AC19, olodaterol, The metabolism of Olodaterol can be increased when combined with Siltuximab.]
[L03AB13, peginterferon beta-1a, The risk or severity of adverse effects can be increased when Siltuximab is combined with Peginterferon beta-1a.]
[N05CM19, suvorexant, The metabolism of Suvorexant can be increased when combined with Siltuximab.]
[A16AX10, eliglustat, The metabolism of Eliglustat can be decreased when combined with Siltuximab.]
[L01FF02, pembrolizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Pembrolizumab.]
[A10BJ05, dulaglutide, The risk or severity of adverse effects can be increased when Siltuximab is combined with Dulaglutide.]
[L01BC08, decitabine, The risk or severity of adverse effects can be increased when Decitabine is combined with Siltuximab.]
[L04AX05, pirfenidone, The metabolism of Pirfenidone can be increased when combined with Siltuximab.]
[L01EX09, nintedanib, The metabolism of Nintedanib can be increased when combined with Siltuximab.]
[L01FX07, blinatumomab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Blinatumomab.]
[J05AP09, dasabuvir, The metabolism of Dasabuvir can be increased when combined with Siltuximab.]
[L01XK01, olaparib, The metabolism of Olaparib can be increased when combined with Siltuximab.]
[L01FF01, nivolumab, The risk or severity of adverse effects can be increased when Nivolumab is combined with Siltuximab.]
[B01AA01, dicumarol, The metabolism of Dicoumarol can be increased when combined with Siltuximab.]
[N06AX11, mirtazapine, The metabolism of Mirtazapine can be increased when combined with Siltuximab.]
[L04AC10, secukinumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Siltuximab.]
[L01EF01, palbociclib, The metabolism of Palbociclib can be increased when combined with Siltuximab.]
[L01XH03, panobinostat, The metabolism of Panobinostat can be increased when combined with Siltuximab.]
[J05AP07, daclatasvir, The metabolism of Daclatasvir can be increased when combined with Siltuximab.]
[N02BE01, acetaminophen, The metabolism of Acetaminophen can be increased when combined with Siltuximab.]
[L01DC01, bleomycin, The risk or severity of adverse effects can be increased when Bleomycin is combined with Siltuximab.]
[J05AP06, asunaprevir, The metabolism of Asunaprevir can be increased when combined with Siltuximab.]
[N05AX16, brexpiprazole, The metabolism of Brexpiprazole can be increased when combined with Siltuximab.]
[C10AX14, alirocumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Alirocumab.]
[L01XJ02, sonidegib, The metabolism of Sonidegib can be increased when combined with Siltuximab.]
[C10AX13, evolocumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Evolocumab.]
[A02BC03, lansoprazole, The metabolism of Lansoprazole can be increased when combined with Siltuximab.]
[V03AB37, idarucizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Idarucizumab.]
[L01CX01, trabectedin, The metabolism of Trabectedin can be increased when combined with Siltuximab.]
[A16AB13, asfotase alfa, The risk or severity of adverse effects can be increased when Siltuximab is combined with Asfotase alfa.]
[R03DX09, mepolizumab, The risk or severity of adverse effects can be increased when Mepolizumab is combined with Siltuximab.]
[J02AC05, isavuconazole, The metabolism of Isavuconazole can be increased when combined with Siltuximab.]
[L01EB04, osimertinib, The metabolism of Osimertinib can be increased when combined with Siltuximab.]
[J05AF13, tenofovir alafenamide, The metabolism of Tenofovir alafenamide can be increased when combined with Siltuximab.]
[L01FC01, daratumumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Daratumumab.]
[L01EE02, cobimetinib, The metabolism of Cobimetinib can be increased when combined with Siltuximab.]
[L01XG03, ixazomib, The metabolism of Ixazomib can be increased when combined with Siltuximab.]
[L01FE03, necitumumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Necitumumab.]
[L01FX08, elotuzumab, The risk or severity of adverse effects can be increased when Elotuzumab is combined with Siltuximab.]
[L01ED03, alectinib, The metabolism of Alectinib can be increased when combined with Siltuximab.]
[J06BB02, tetanus immune globulin, The risk or severity of adverse effects can be increased when Siltuximab is combined with Tetanus immune globulin, human.]
[B01AC27, selexipag, The metabolism of Selexipag can be increased when combined with Siltuximab.]
[A10BB31, acetohexamide, The metabolism of Acetohexamide can be increased when combined with Siltuximab.]
[G04CA01, alfuzosin, The metabolism of Alfuzosin can be decreased when combined with Siltuximab.]
[M04AB05, lesinurad, The metabolism of Lesinurad can be increased when combined with Siltuximab.]
[J05AP10, elbasvir, The metabolism of Elbasvir can be increased when combined with Siltuximab.]
[N03AX23, brivaracetam, The metabolism of Brivaracetam can be increased when combined with Siltuximab.]
[L04AC13, ixekizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Ixekizumab.]
[R03DX08, reslizumab, The risk or severity of adverse effects can be increased when Reslizumab is combined with Siltuximab.]
[J06BC04, obiltoxaximab, The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with Siltuximab.]
[L01XX52, venetoclax, The metabolism of Venetoclax can be increased when combined with Siltuximab.]
[N05BA08, bromazepam, The metabolism of Bromazepam can be increased when combined with Siltuximab.]
[R06AB01, brompheniramine, The metabolism of Brompheniramine can be increased when combined with Siltuximab.]
[N05AX17, pimavanserin, The metabolism of Pimavanserin can be increased when combined with Siltuximab.]
[L01FF05, atezolizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Atezolizumab.]
[N01BB01, bupivacaine, The metabolism of Bupivacaine can be increased when combined with Siltuximab.]
[C07AA19, bupranolol, The metabolism of Bupranolol can be increased when combined with Siltuximab.]
[N07BC01, buprenorphine, The metabolism of Buprenorphine can be increased when combined with Siltuximab.]
[N05BE01, buspirone, The metabolism of Buspirone can be increased when combined with Siltuximab.]
[L01AB01, busulfan, The metabolism of Busulfan can be increased when combined with Siltuximab.]
[L01XX27, arsenic trioxide, The risk or severity of adverse effects can be increased when Arsenic trioxide is combined with Siltuximab.]
[P01BE02, artemether, The metabolism of Artemether can be increased when combined with Siltuximab.]
[M02AA03, clofezone, The metabolism of Rabeprazole can be increased when combined with Siltuximab.]
[J06BC03, bezlotoxumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Bezlotoxumab.]
[L01FX10, olaratumab, The risk or severity of adverse effects can be increased when Olaratumab is combined with Siltuximab.]
[S01GX07, azelastine, The metabolism of Azelastine can be increased when combined with Siltuximab.]
[L01XK03, rucaparib, The metabolism of Rucaparib can be increased when combined with Siltuximab.]
[S01AA26, azithromycin, The metabolism of Azithromycin can be increased when combined with Siltuximab.]
[L04AC12, brodalumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Brodalumab.]
[L01EF02, ribociclib, The metabolism of Ribociclib can be increased when combined with Siltuximab.]
[R03DA08, bamifylline, The metabolism of Bamifylline can be increased when combined with Siltuximab.]
[L01FF04, avelumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Avelumab.]
[L04AA36, ocrelizumab, Ocrelizumab may increase the immunosuppressive activities of Siltuximab.]
[D11AH05, dupilumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Dupilumab.]
[N07XX16, deutetrabenazine, The metabolism of Deutetrabenazine can be increased when combined with Siltuximab.]
[N06BC01, caffeine, The metabolism of Caffeine can be increased when combined with Siltuximab.]
[S01HA02, benoxinate, The risk or severity of methemoglobinemia can be increased when Siltuximab is combined with Oxybuprocaine.]
[L04AC01, daclizumab, The risk or severity of adverse effects can be increased when Daclizumab is combined with Siltuximab.]
[J01XX08, linezolid, The risk or severity of adverse effects can be increased when Linezolid is combined with Siltuximab.]
[J05AE09, tipranavir, The metabolism of Tipranavir can be increased when combined with Siltuximab.]
[N07XX13, valbenazine, The metabolism of Valbenazine can be increased when combined with Siltuximab.]
[L04AB02, infliximab, The risk or severity of adverse effects can be increased when Infliximab is combined with Siltuximab.]
[L01EX10, midostaurin, The metabolism of Midostaurin can be increased when combined with Siltuximab.]
[L01FF03, durvalumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Durvalumab.]
[L01ED04, brigatinib, The metabolism of Brigatinib can be increased when combined with Siltuximab.]
[L04AC14, sarilumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Sarilumab.]
[L04AC16, guselkumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Guselkumab.]
[L01BC06, capecitabine, The metabolism of Capecitabine can be increased when combined with Siltuximab.]
[L01XX59, enasidenib, The metabolism of Enasidenib can be increased when combined with Siltuximab.]
[L01EH02, neratinib, The metabolism of Neratinib can be increased when combined with Siltuximab.]
[J06BD01, palivizumab, The risk or severity of adverse effects can be increased when Palivizumab is combined with Siltuximab.]
[L01FB01, inotuzumab ozogamicin, The risk or severity of adverse effects can be increased when Inotuzumab ozogamicin is combined with Siltuximab.]
[L01XH01, vorinostat, The risk or severity of adverse effects can be increased when Vorinostat is combined with Siltuximab.]
[L01EM02, copanlisib, The metabolism of Copanlisib can be increased when combined with Siltuximab.]
[L01EF03, abemaciclib, The metabolism of Abemaciclib can be increased when combined with Siltuximab.]
[J05AG03, efavirenz, The metabolism of Efavirenz can be increased when combined with Siltuximab.]
[C07AA17, bopindolol, The metabolism of Bopindolol can be increased when combined with Siltuximab.]
[L04AC02, basiliximab, The risk or severity of adverse effects can be increased when Basiliximab is combined with Siltuximab.]
[L01BA03, raltitrexed, The risk or severity of adverse effects can be increased when Raltitrexed is combined with Siltuximab.]
[R03BA02, budesonide, The risk or severity of adverse effects can be increased when Budesonide is combined with Siltuximab.]
[L01EL02, acalabrutinib, The metabolism of Acalabrutinib can be increased when combined with Siltuximab.]
[J05AX18, letermovir, The metabolism of Letermovir can be increased when combined with Siltuximab.]
[R03DX10, benralizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Benralizumab.]
[B02BX06, emicizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Emicizumab.]
[N01BX04, capsaicin, The metabolism of Capsaicin can be increased when combined with Siltuximab.]
[L02BB05, apalutamide, The metabolism of Apalutamide can be increased when combined with Siltuximab.]
[N03AF01, carbamazepine, The metabolism of Carbamazepine can be increased when combined with Siltuximab.]
[L03AB06, interferon alfa-n1, The risk or severity of adverse effects can be increased when Interferon alfa-n1 is combined with Siltuximab.]
[C07AG02, carvedilol, The metabolism of Carvedilol can be increased when combined with Siltuximab.]
[J05AX23, ibalizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Ibalizumab.]
[M05BX05, burosumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Burosumab.]
[N03AX24, cannabidiol, The metabolism of Cannabidiol can be increased when combined with Siltuximab.]
[N02CD01, erenumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Erenumab.]
[L04AA37, baricitinib, The risk or severity of adverse effects can be increased when Siltuximab is combined with Baricitinib.]
[L01EC03, encorafenib, The metabolism of Encorafenib can be increased when combined with Siltuximab.]
[L01EE03, binimetinib, The metabolism of Binimetinib can be increased when combined with Siltuximab.]
[C07AB08, celiprolol, The metabolism of Celiprolol can be increased when combined with Siltuximab.]
[H01CC03, elagolix, The metabolism of Elagolix can be increased when combined with Siltuximab.]
[L01XX62, ivosidenib, The metabolism of Ivosidenib can be increased when combined with Siltuximab.]
[L04AC17, tildrakizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Tildrakizumab.]
[P01BA07, tafenoquine, The metabolism of Tafenoquine can be increased when combined with Siltuximab.]
[L01FX09, mogamulizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Mogamulizumab.]
[N03AX17, stiripentol, The metabolism of Stiripentol can be increased when combined with Siltuximab.]
[B06AC05, lanadelumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Lanadelumab.]
[J05AG06, doravirine, The metabolism of Doravirine can be increased when combined with Siltuximab.]
[N02CD03, fremanezumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Fremanezumab.]
[L01EM04, duvelisib, The metabolism of Duvelisib can be increased when combined with Siltuximab.]
[L01FF06, cemiplimab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Cemiplimab.]
[N02CD02, galcanezumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Galcanezumab.]
[L01EB07, dacomitinib, The metabolism of Dacomitinib can be increased when combined with Siltuximab.]
[A10BB06, carbutamide, The metabolism of Carbutamide can be increased when combined with Siltuximab.]
[N01BA04, chloroprocaine, The risk or severity of methemoglobinemia can be increased when Siltuximab is combined with Chloroprocaine.]
[M01AC05, lornoxicam, The metabolism of Lornoxicam can be increased when combined with Siltuximab.]
[R03DA02, oxtriphylline, The metabolism of Oxtriphylline can be increased when combined with Siltuximab.]
[M03BA02, carisoprodol, The metabolism of Carisoprodol can be increased when combined with Siltuximab.]
[R03BB08, revefenacin, The metabolism of Revefenacin can be increased when combined with Siltuximab.]
[L01ED05, lorlatinib, The metabolism of Lorlatinib can be increased when combined with Siltuximab.]
[L04AA39, emapalumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Emapalumab.]
[L01AD01, carmustine, The metabolism of Carmustine can be increased when combined with Siltuximab.]
[L01EX13, gilteritinib, The metabolism of Gilteritinib can be increased when combined with Siltuximab.]
[L01XJ03, glasdegib, The metabolism of Glasdegib can be increased when combined with Siltuximab.]
[L04AA43, ravulizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Ravulizumab.]
[A06AX05, prucalopride, The metabolism of Prucalopride can be decreased when combined with Siltuximab.]
[B01AX07, caplacizumab, The risk or severity of adverse effects can be increased when Caplacizumab is combined with Siltuximab.]
[B01AC23, cilostazol, The metabolism of Cilostazol can be decreased when combined with Siltuximab.]
[P02BX04, triclabendazole, The metabolism of Triclabendazole can be increased when combined with Siltuximab.]
[N06AX27, esketamine, The metabolism of Esketamine can be increased when combined with Siltuximab.]
[L04AA42, siponimod, The metabolism of Siponimod can be increased when combined with Siltuximab.]
[J01FA09, clarithromycin, The metabolism of Clarithromycin can be increased when combined with Siltuximab.]
[L01EN01, erdafitinib, The metabolism of Erdafitinib can be increased when combined with Siltuximab.]
[M05BX06, romosozumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Romosozumab.]
[N05BA09, clobazam, The metabolism of Clobazam can be increased when combined with Siltuximab.]
[H02AB14, cloprednol, The risk or severity of adverse effects can be increased when Siltuximab is combined with Cloprednol.]
[C09CA06, candesartan, The metabolism of Candesartan can be increased when combined with Siltuximab.]
[L04AB01, etanercept, The risk or severity of adverse effects can be increased when Etanercept is combined with Siltuximab.]
[H02AB17, cortivazol, The risk or severity of adverse effects can be increased when Siltuximab is combined with Cortivazol.]
[L04AC18, risankizumab, The risk or severity of adverse effects can be increased when Siltuximab is combined with Risankizumab.]
[L01EM03, alpelisib, The metabolism of Alpelisib can be increased when combined with Siltuximab.]
